###################################################
# Classe 15 : K = 4, M = 2, T = 10, N = 20
# Exemplo: 5.   Nome do arquivo: c15ex05.dat          Semente: 5372

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 51, 53, 66, 67, 71, 76, 95, 97, 100, 102, 102, 110, 117, 118, 125, 131, 137, 143, 145] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.412;
1 1 2 20.412;
1 1 3 20.412;
1 1 4 20.412;
1 1 5 20.412;
1 1 6 20.412;
1 1 7 20.412;
1 1 8 20.412;
1 1 9 20.412;
1 1 10 20.412;
1 2 1 14.904;
1 2 2 14.904;
1 2 3 14.904;
1 2 4 14.904;
1 2 5 14.904;
1 2 6 14.904;
1 2 7 14.904;
1 2 8 14.904;
1 2 9 14.904;
1 2 10 14.904;
2 1 1 19.116;
2 1 2 19.116;
2 1 3 19.116;
2 1 4 19.116;
2 1 5 19.116;
2 1 6 19.116;
2 1 7 19.116;
2 1 8 19.116;
2 1 9 19.116;
2 1 10 19.116;
2 2 1 16.744;
2 2 2 16.744;
2 2 3 16.744;
2 2 4 16.744;
2 2 5 16.744;
2 2 6 16.744;
2 2 7 16.744;
2 2 8 16.744;
2 2 9 16.744;
2 2 10 16.744;
3 1 1 24.084;
3 1 2 24.084;
3 1 3 24.084;
3 1 4 24.084;
3 1 5 24.084;
3 1 6 24.084;
3 1 7 24.084;
3 1 8 24.084;
3 1 9 24.084;
3 1 10 24.084;
3 2 1 16.283;
3 2 2 16.283;
3 2 3 16.283;
3 2 4 16.283;
3 2 5 16.283;
3 2 6 16.283;
3 2 7 16.283;
3 2 8 16.283;
3 2 9 16.283;
3 2 10 16.283;
4 1 1 16.416;
4 1 2 16.416;
4 1 3 16.416;
4 1 4 16.416;
4 1 5 16.416;
4 1 6 16.416;
4 1 7 16.416;
4 1 8 16.416;
4 1 9 16.416;
4 1 10 16.416;
