###################################################
# Classe 15 : K = 4, M = 2, T = 10, N = 20
# Exemplo: 7.   Nome do arquivo: c15ex07.dat          Semente: 7384

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 52, 61, 62, 70, 75, 83, 90, 93, 103, 105, 107, 120, 128, 133, 134, 136, 137, 143, 145] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 26.892;
1 1 2 26.892;
1 1 3 26.892;
1 1 4 26.892;
1 1 5 26.892;
1 1 6 26.892;
1 1 7 26.892;
1 1 8 26.892;
1 1 9 26.892;
1 1 10 26.892;
1 2 1 17.94;
1 2 2 17.94;
1 2 3 17.94;
1 2 4 17.94;
1 2 5 17.94;
1 2 6 17.94;
1 2 7 17.94;
1 2 8 17.94;
1 2 9 17.94;
1 2 10 17.94;
2 1 1 20.304;
2 1 2 20.304;
2 1 3 20.304;
2 1 4 20.304;
2 1 5 20.304;
2 1 6 20.304;
2 1 7 20.304;
2 1 8 20.304;
2 1 9 20.304;
2 1 10 20.304;
2 2 1 14.536;
2 2 2 14.536;
2 2 3 14.536;
2 2 4 14.536;
2 2 5 14.536;
2 2 6 14.536;
2 2 7 14.536;
2 2 8 14.536;
2 2 9 14.536;
2 2 10 14.536;
3 1 1 23.003;
3 1 2 23.003;
3 1 3 23.003;
3 1 4 23.003;
3 1 5 23.003;
3 1 6 23.003;
3 1 7 23.003;
3 1 8 23.003;
3 1 9 23.003;
3 1 10 23.003;
3 2 1 18.492;
3 2 2 18.492;
3 2 3 18.492;
3 2 4 18.492;
3 2 5 18.492;
3 2 6 18.492;
3 2 7 18.492;
3 2 8 18.492;
3 2 9 18.492;
3 2 10 18.492;
4 1 1 17.172;
4 1 2 17.172;
4 1 3 17.172;
4 1 4 17.172;
4 1 5 17.172;
4 1 6 17.172;
4 1 7 17.172;
4 1 8 17.172;
4 1 9 17.172;
4 1 10 17.172;
