###################################################
# Classe 5 : K = 2, M = 2, T = 10, N = 10
# Exemplo: 2.   c5ex02.dat          Semente: 7384
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [50, 82, 90, 93, 102, 104, 106, 127, 136, 144]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [41.04 34.96; 41.04 34.96]

global c_km = [24.84 41.4; 48.6 23.92]

global p_km = [2.633 4.388; 5.152 2.536]

global c_x = [
1 1 1 25.596;
1 1 2 25.596;
1 1 3 25.596;
1 1 4 25.596;
1 1 5 25.596;
1 1 6 25.596;
1 1 7 25.596;
1 1 8 25.596;
1 1 9 25.596;
1 1 10 25.596;
1 2 1 13.984;
1 2 2 13.984;
1 2 3 13.984;
1 2 4 13.984;
1 2 5 13.984;
1 2 6 13.984;
1 2 7 13.984;
1 2 8 13.984;
1 2 9 13.984;
1 2 10 13.984;
2 1 1 18.9;
2 1 2 18.9;
2 1 3 18.9;
2 1 4 18.9;
2 1 5 18.9;
2 1 6 18.9;
2 1 7 18.9;
2 1 8 18.9;
2 1 9 18.9;
2 1 10 18.9;
2 2 1 22.355;
2 2 2 22.355;
2 2 3 22.355;
2 2 4 22.355;
2 2 5 22.355;
2 2 6 22.355;
2 2 7 22.355;
2 2 8 22.355;
2 2 9 22.355;
2 2 10 22.355;
]

global c_z = [
1 1 1 1.126;
1 1 2 1.126;
1 1 3 1.126;
1 1 4 1.126;
1 1 5 1.126;
1 1 6 1.126;
1 1 7 1.126;
1 1 8 1.126;
1 1 9 1.126;
1 1 10 1.126;
1 2 1 0.531;
1 2 2 0.531;
1 2 3 0.531;
1 2 4 0.531;
1 2 5 0.531;
1 2 6 0.531;
1 2 7 0.531;
1 2 8 0.531;
1 2 9 0.531;
1 2 10 0.531;
2 1 1 0.945;
2 1 2 0.945;
2 1 3 0.945;
2 1 4 0.945;
2 1 5 0.945;
2 1 6 0.945;
2 1 7 0.945;
2 1 8 0.945;
2 1 9 0.945;
2 1 10 0.945;
2 2 1 0.961;
2 2 2 0.961;
2 2 3 0.961;
2 2 4 0.961;
2 2 5 0.961;
2 2 6 0.961;
2 2 7 0.961;
2 2 8 0.961;
2 2 9 0.961;
2 2 10 0.961;
]

global c_y = [
1 1 1 2.56;
1 1 2 2.56;
1 1 3 2.56;
1 1 4 2.56;
1 1 5 2.56;
1 1 6 2.56;
1 1 7 2.56;
1 1 8 2.56;
1 1 9 2.56;
1 1 10 2.56;
1 2 1 1.398;
1 2 2 1.398;
1 2 3 1.398;
1 2 4 1.398;
1 2 5 1.398;
1 2 6 1.398;
1 2 7 1.398;
