###################################################
# Classe 10 : K = 4, M = 2, T = 8, N = 5
# Exemplo: 6.   Nome do arquivo: c10ex06.dat          Semente: 1534

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [78, 79, 124, 136, 141] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 27.0;
1 1 2 27.0;
1 1 3 27.0;
1 1 4 27.0;
1 1 5 27.0;
1 1 6 27.0;
1 1 7 27.0;
1 1 8 27.0;
1 2 1 18.216;
1 2 2 18.216;
1 2 3 18.216;
1 2 4 18.216;
1 2 5 18.216;
1 2 6 18.216;
1 2 7 18.216;
1 2 8 18.216;
2 1 1 17.496;
2 1 2 17.496;
2 1 3 17.496;
2 1 4 17.496;
2 1 5 17.496;
2 1 6 17.496;
2 1 7 17.496;
2 1 8 17.496;
2 2 1 19.136;
2 2 2 19.136;
2 2 3 19.136;
2 2 4 19.136;
2 2 5 19.136;
2 2 6 19.136;
2 2 7 19.136;
2 2 8 19.136;
3 1 1 25.92;
3 1 2 25.92;
3 1 3 25.92;
3 1 4 25.92;
3 1 5 25.92;
3 1 6 25.92;
3 1 7 25.92;
3 1 8 25.92;
3 2 1 15.363;
3 2 2 15.363;
3 2 3 15.363;
3 2 4 15.363;
3 2 5 15.363;
3 2 6 15.363;
3 2 7 15.363;
3 2 8 15.363;
4 1 1 21.492;
4 1 2 21.492;
4 1 3 21.492;
4 1 4 21.492;
4 1 5 21.492;
4 1 6 21.492;
4 1 7 21.492;
4 1 8 21.492;
4 2 1 22.448;
4 2 2 22.448;
4 2 3 22.448;
4 2 4 22.448;
4 2 5 22.448;
4 2 6 22.448;
4 2 7 22.448;
4 2 8 22.448;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.012;
1 1 2 0.012;
1 1 3 0.012;
1 1 4 0.012;
1 1 5 0.012;
1 1 6 0.012;
1 1 7 0.012;
