###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 10.   c27ex10.dat          Semente: 2000
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [50, 54, 69, 80, 80, 81, 81, 87, 98, 108, 120, 125, 128, 129, 133, 141, 144, 144, 148, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [47.52 40.48; 47.52 40.48; 47.52 40.48; 47.52 40.48; 47.52 40.48; 47.52 40.48]

global c_km = [31.32 19.32; 32.4 37.72; 45.36 37.72; 33.48 22.08; 22.68 18.4; 35.64 18.4]

global p_km = [4.291 2.647; 4.439 5.168; 6.214 5.168; 4.587 3.025; 3.107 2.521; 4.883 2.521]

global c_x = [
1 1 1 21.924;
1 1 2 21.924;
1 1 3 21.924;
1 1 4 21.924;
1 1 5 21.924;
1 1 6 21.924;
1 1 7 21.924;
1 1 8 21.924;
1 1 9 21.924;
1 1 10 21.924;
1 1 11 21.924;
1 1 12 21.924;
1 2 1 16.652;
1 2 2 16.652;
1 2 3 16.652;
1 2 4 16.652;
1 2 5 16.652;
1 2 6 16.652;
1 2 7 16.652;
1 2 8 16.652;
1 2 9 16.652;
1 2 10 16.652;
1 2 11 16.652;
1 2 12 16.652;
2 1 1 25.164;
2 1 2 25.164;
2 1 3 25.164;
2 1 4 25.164;
2 1 5 25.164;
2 1 6 25.164;
2 1 7 25.164;
2 1 8 25.164;
2 1 9 25.164;
2 1 10 25.164;
2 1 11 25.164;
2 1 12 25.164;
2 2 1 20.24;
2 2 2 20.24;
2 2 3 20.24;
2 2 4 20.24;
2 2 5 20.24;
2 2 6 20.24;
2 2 7 20.24;
2 2 8 20.24;
2 2 9 20.24;
2 2 10 20.24;
2 2 11 20.24;
2 2 12 20.24;
3 1 1 20.952;
3 1 2 20.952;
3 1 3 20.952;
3 1 4 20.952;
3 1 5 20.952;
3 1 6 20.952;
3 1 7 20.952;
3 1 8 20.952;
3 1 9 20.952;
3 1 10 20.952;
3 1 11 20.952;
3 1 12 20.952;
3 2 1 21.16;
3 2 2 21.16;
3 2 3 21.16;
3 2 4 21.16;
3 2 5 21.16;
3 2 6 21.16;
3 2 7 21.16;
3 2 8 21.16;
3 2 9 21.16;
3 2 10 21.16;
3 2 11 21.16;
3 2 12 21.16;
4 1 1 17.064;
4 1 2 17.064;
4 1 3 17.064;
4 1 4 17.064;
4 1 5 17.064;
4 1 6 17.064;
4 1 7 17.064;
4 1 8 17.064;
4 1 9 17.064;
4 1 10 17.064;
4 1 11 17.064;
4 1 12 17.064;
4 2 1 23.0;
4 2 2 23.0;
4 2 3 23.0;
4 2 4 23.0;
4 2 5 23.0;
4 2 6 23.0;
4 2 7 23.0;
4 2 8 23.0;
4 2 9 23.0;
4 2 10 23.0;
4 2 11 23.0;
4 2 12 23.0;
5 1 1 20.735;
5 1 2 20.735;
5 1 3 20.735;
5 1 4 20.735;
5 1 5 20.735;
5 1 6 20.735;
5 1 7 20.735;
5 1 8 20.735;
5 1 9 20.735;
5 1 10 20.735;
5 1 11 20.735;
5 1 12 20.735;
5 2 1 19.779;
5 2 2 19.779;
5 2 3 19.779;
5 2 4 19.779;
5 2 5 19.779;
5 2 6 19.779;
5 2 7 19.779;
5 2 8 19.779;
5 2 9 19.779;
5 2 10 19.779;
5 2 11 19.779;
5 2 12 19.779;
6 1 1 17.712;
6 1 2 17.712;
6 1 3 17.712;
6 1 4 17.712;
6 1 5 17.712;
6 1 6 17.712;
6 1 7 17.712;
6 1 8 17.712;
6 1 9 17.712;
6 1 10 17.712;
