###################################################
# Classe 1 : K = 2, M = 2, T = 8, N = 5
# Exemplo: 5.   c1ex05.dat          Semente: 5372
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 8
global N = 5

global L = [540, 460]

global l = [71, 95, 101, 109, 144]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [11.88 10.12; 11.88 10.12]

global c_km = [37.8 41.4; 43.2 25.76]

global p_km = [4.082 4.471; 4.666 2.782]

global c_x = [
1 1 1 16.308;
1 1 2 16.308;
1 1 3 16.308;
1 1 4 16.308;
1 1 5 16.308;
1 1 6 16.308;
1 1 7 16.308;
1 1 8 16.308;
1 2 1 15.272;
1 2 2 15.272;
1 2 3 15.272;
1 2 4 15.272;
1 2 5 15.272;
1 2 6 15.272;
1 2 7 15.272;
1 2 8 15.272;
2 1 1 23.544;
2 1 2 23.544;
2 1 3 23.544;
2 1 4 23.544;
2 1 5 23.544;
2 1 6 23.544;
2 1 7 23.544;
2 1 8 23.544;
2 2 1 22.355;
2 2 2 22.355;
2 2 3 22.355;
2 2 4 22.355;
2 2 5 22.355;
2 2 6 22.355;
2 2 7 22.355;
2 2 8 22.355;
]

global c_z = [
1 1 1 0.636;
1 1 2 0.636;
1 1 3 0.636;
1 1 4 0.636;
1 1 5 0.636;
1 1 6 0.636;
1 1 7 0.636;
1 1 8 0.636;
1 2 1 0.687;
1 2 2 0.687;
1 2 3 0.687;
1 2 4 0.687;
1 2 5 0.687;
1 2 6 0.687;
1 2 7 0.687;
1 2 8 0.687;
2 1 1 1.13;
2 1 2 1.13;
2 1 3 1.13;
2 1 4 1.13;
2 1 5 1.13;
2 1 6 1.13;
2 1 7 1.13;
2 1 8 1.13;
2 2 1 0.671;
2 2 2 0.671;
2 2 3 0.671;
2 2 4 0.671;
2 2 5 0.671;
2 2 6 0.671;
2 2 7 0.671;
2 2 8 0.671;
]

global c_y = [
1 1 1 2.12;
1 1 2 2.12;
1 1 3 2.12;
1 1 4 2.12;
1 1 5 2.12;
1 1 6 2.12;
1 1 7 2.12;
1 1 8 2.12;
1 2 1 1.833;
1 2 2 1.833;
1 2 3 1.833;
1 2 4 1.833;
1 2 5 1.833;
1 2 6 1.833;
1 2 7 1.833;
1 2 8 1.833;
2 1 1 3.532;
2 1 2 3.532;
2 1 3 3.532;
2 1 4 3.532;
2 1 5 3.532;
2 1 6 3.532;
2 1 7 3.532;
2 1 8 3.532;
2 2 1 2.459;
2 2 2 2.459;
2 2 3 2.459;
2 2 4 2.459;
2 2 5 2.459;
2 2 6 2.459;
2 2 7 2.459;
2 2 8 2.459;
]

global c_sc = [
1 1 1 0.095;
1 1 2 0.095;
1 1 3 0.095;
1 1 4 0.095;
1 1 5 0.095;
1 1 6 0.095;
1 1 7 0.095;
1 1 8 0.095;
1 2 1 0.059;
1 2 2 0.059;
1 2 3 0.059;
1 2 4 0.059;
1 2 5 0.059;
1 2 6 0.059;
1 2 7 0.059;
1 2 8 0.059;
2 1 1 0.106;
2 1 2 0.106;
2 1 3 0.106;
2 1 4 0.106;
2 1 5 0.106;
2 1 6 0.106;
2 1 7 0.106;
2 1 8 0.106;
2 2 1 0.089;
2 2 2 0.089;
2 2 3 0.089;
2 2 4 0.089;
2 2 5 0.089;
2 2 6 0.089;
2 2 7 0.089;
2 2 8 0.089;
]

global c_w = [
1 1 1 0.245;
1 1 2 0.245;
1 1 3 0.245;
1 1 4 0.245;
1 1 5 0.245;
1 1 6 0.245;
1 1 7 0.245;
1 1 8 0.245;
1 2 1 0.275;
1 2 2 0.275;
1 2 3 0.275;
1 2 4 0.275;
1 2 5 0.275;
1 2 6 0.275;
1 2 7 0.275;
1 2 8 0.275;
2 1 1 0.589;
2 1 2 0.589;
2 1 3 0.589;
2 1 4 0.589;
2 1 5 0.589;
2 1 6 0.589;
2 1 7 0.589;
2 1 8 0.589;
2 2 1 0.492;
2 2 2 0.492;
2 2 3 0.492;
2 2 4 0.492;
2 2 5 0.492;
2 2 6 0.492;
2 2 7 0.492;
2 2 8 0.492;
]

global c_e = [
1 1 1 0.03668521462639109;
1 1 2 0.03521780604133545;
1 1 3 0.03448410174880763;
1 1 4 0.03815262321144674;
1 1 5 0.04328855325914149;
1 1 6 0.035951510333863276;
1 1 7 0.033750397456279814;
1 1 8 0.033016693163751984;
1 2 1 0.08083869236883942;
1 2 2 0.09151550079491255;
1 2 3 0.08693972575516691;
1 2 4 0.0823639507154213;
1 2 5 0.06406085055643879;
1 2 6 0.06253559220985691;
1 2 7 0.09151550079491255;
1 2 8 0.06253559220985691;
2 1 1 0.039268680445151034;
2 1 2 0.05203100158982512;
2 1 3 0.041232114467408584;
2 1 4 0.05399443561208268;
2 1 5 0.05497615262321145;
2 1 6 0.04810413354531001;
2 1 7 0.04712241653418124;
2 1 8 0.05595786963434022;
2 2 1 0.11836864069952302;
2 2 2 0.08367438394276627;
2 2 3 0.10816444753577105;
2 2 4 0.09183773847376787;
2 2 5 0.11632780206677264;
2 2 6 0.11428696343402224;
2 2 7 0.09796025437201906;
2 2 8 0.10204193163751986;
3 1 1 0.053229729729729724;
3 1 2 0.046967408585055645;
3 1 3 0.05636089030206678;
3 1 4 0.05740461049284579;
3 1 5 0.0438362480127186;
3 1 6 0.060535771065182827;
3 1 7 0.05636089030206678;
3 1 8 0.0584483306836248;
3 2 1 0.1280142885532591;
3 2 2 0.08678934817170111;
3 2 3 0.11282615262321144;
3 2 4 0.11933535373608901;
3 2 5 0.09112881558028615;
3 2 6 0.1280142885532591;
3 2 7 0.09329854928457867;
3 2 8 0.11933535373608901;
4 1 1 0.05631955484896661;
4 1 2 0.06082511923688395;
4 1 3 0.06307790143084262;
4 1 4 0.06758346581875993;
4 1 5 0.048434817170111284;
4 1 6 0.06533068362480127;
4 1 7 0.06758346581875993;
4 1 8 0.06533068362480127;
4 2 1 0.13581244038155801;
