###################################################
# Classe 4 : K = 2, M = 2, T = 10, N = 5
# Exemplo: 5.   c4ex05.dat          Semente: 8000
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [53, 55, 112, 112, 134]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [14.04 11.96; 14.04 11.96]

global c_km = [46.44 36.8; 21.6 25.76]

global p_km = [6.223 4.931; 2.894 3.452]

global c_x = [
1 1 1 20.412;
1 1 2 20.412;
1 1 3 20.412;
1 1 4 20.412;
1 1 5 20.412;
1 1 6 20.412;
1 1 7 20.412;
1 1 8 20.412;
1 1 9 20.412;
1 1 10 20.412;
1 2 1 15.456;
1 2 2 15.456;
1 2 3 15.456;
1 2 4 15.456;
1 2 5 15.456;
1 2 6 15.456;
1 2 7 15.456;
1 2 8 15.456;
1 2 9 15.456;
1 2 10 15.456;
2 1 1 19.764;
2 1 2 19.764;
2 1 3 19.764;
2 1 4 19.764;
2 1 5 19.764;
2 1 6 19.764;
2 1 7 19.764;
2 1 8 19.764;
2 1 9 19.764;
2 1 10 19.764;
2 2 1 18.584;
2 2 2 18.584;
2 2 3 18.584;
2 2 4 18.584;
2 2 5 18.584;
2 2 6 18.584;
2 2 7 18.584;
2 2 8 18.584;
2 2 9 18.584;
2 2 10 18.584;
]

global c_z = [
1 1 1 1.021;
1 1 2 1.021;
1 1 3 1.021;
1 1 4 1.021;
1 1 5 1.021;
1 1 6 1.021;
1 1 7 1.021;
1 1 8 1.021;
1 1 9 1.021;
1 1 10 1.021;
1 2 1 0.649;
1 2 2 0.649;
1 2 3 0.649;
1 2 4 0.649;
1 2 5 0.649;
1 2 6 0.649;
1 2 7 0.649;
1 2 8 0.649;
1 2 9 0.649;
1 2 10 0.649;
2 1 1 0.909;
2 1 2 0.909;
2 1 3 0.909;
2 1 4 0.909;
2 1 5 0.909;
2 1 6 0.909;
2 1 7 0.909;
2 1 8 0.909;
2 1 9 0.909;
2 1 10 0.909;
2 2 1 0.892;
2 2 2 0.892;
2 2 3 0.892;
2 2 4 0.892;
2 2 5 0.892;
2 2 6 0.892;
2 2 7 0.892;
2 2 8 0.892;
2 2 9 0.892;
2 2 10 0.892;
]

global c_y = [
1 1 1 2.654;
1 1 2 2.654;
1 1 3 2.654;
1 1 4 2.654;
1 1 5 2.654;
1 1 6 2.654;
1 1 7 2.654;
1 1 8 2.654;
1 1 9 2.654;
1 1 10 2.654;
1 2 1 2.009;
1 2 2 2.009;
1 2 3 2.009;
1 2 4 2.009;
1 2 5 2.009;
1 2 6 2.009;
1 2 7 2.009;
1 2 8 2.009;
1 2 9 2.009;
1 2 10 2.009;
2 1 1 2.569;
2 1 2 2.569;
2 1 3 2.569;
2 1 4 2.569;
2 1 5 2.569;
2 1 6 2.569;
2 1 7 2.569;
2 1 8 2.569;
2 1 9 2.569;
2 1 10 2.569;
2 2 1 2.788;
2 2 2 2.788;
2 2 3 2.788;
2 2 4 2.788;
2 2 5 2.788;
2 2 6 2.788;
2 2 7 2.788;
2 2 8 2.788;
2 2 9 2.788;
2 2 10 2.788;
]

global c_sc = [
1 1 1 0.098;
1 1 2 0.098;
1 1 3 0.098;
1 1 4 0.098;
1 1 5 0.098;
1 1 6 0.098;
1 1 7 0.098;
1 1 8 0.098;
1 1 9 0.098;
1 1 10 0.098;
1 2 1 0.088;
1 2 2 0.088;
1 2 3 0.088;
1 2 4 0.088;
1 2 5 0.088;
1 2 6 0.088;
1 2 7 0.088;
1 2 8 0.088;
1 2 9 0.088;
1 2 10 0.088;
2 1 1 0.113;
2 1 2 0.113;
2 1 3 0.113;
2 1 4 0.113;
2 1 5 0.113;
2 1 6 0.113;
2 1 7 0.113;
2 1 8 0.113;
2 1 9 0.113;
2 1 10 0.113;
2 2 1 0.137;
2 2 2 0.137;
2 2 3 0.137;
2 2 4 0.137;
2 2 5 0.137;
2 2 6 0.137;
2 2 7 0.137;
2 2 8 0.137;
2 2 9 0.137;
2 2 10 0.137;
]

global c_w = [
1 1 1 0.429;
1 1 2 0.429;
1 1 3 0.429;
1 1 4 0.429;
1 1 5 0.429;
1 1 6 0.429;
1 1 7 0.429;
1 1 8 0.429;
1 1 9 0.429;
1 1 10 0.429;
1 2 1 0.325;
1 2 2 0.325;
1 2 3 0.325;
1 2 4 0.325;
1 2 5 0.325;
1 2 6 0.325;
1 2 7 0.325;
1 2 8 0.325;
1 2 9 0.325;
1 2 10 0.325;
2 1 1 0.415;
2 1 2 0.415;
2 1 3 0.415;
2 1 4 0.415;
2 1 5 0.415;
2 1 6 0.415;
2 1 7 0.415;
2 1 8 0.415;
2 1 9 0.415;
2 1 10 0.415;
2 2 1 0.335;
2 2 2 0.335;
2 2 3 0.335;
2 2 4 0.335;
2 2 5 0.335;
2 2 6 0.335;
2 2 7 0.335;
2 2 8 0.335;
2 2 9 0.335;
2 2 10 0.335;
]

global c_e = [
1 1 1 0.04129618441971383;
1 1 2 0.0357370826709062;
1 1 3 0.036531240063593005;
1 1 4 0.033354610492845785;
1 1 5 0.038913712241653416;
1 1 6 0.03176629570747218;
1 1 7 0.038913712241653416;
1 1 8 0.03970786963434022;
1 1 9 0.04685528616852146;
1 1 10 0.04606112877583465;
1 2 1 0.03475755166931637;
1 2 2 0.04739666136724959;
1 2 3 0.04344693958664547;
1 2 4 0.04581677265500794;
1 2 5 0.04739666136724959;
1 2 6 0.03949721780604133;
1 2 7 0.0355474960254372;
1 2 8 0.03949721780604133;
1 2 9 0.0442368839427663;
1 2 10 0.03475755166931637;
2 1 1 0.044502782193958666;
2 1 2 0.03296502384737679;
2 1 3 0.03626152623211446;
2 1 4 0.04120627980922098;
2 1 5 0.03296502384737679;
2 1 6 0.04944753577106518;
2 1 7 0.04532690779014309;
2 1 8 0.046975158982511915;
2 1 9 0.03461327503974562;
2 1 10 0.037085651828298885;
2 2 1 0.03279014308426073;
2 2 2 0.03524940381558028;
2 2 3 0.04180743243243243;
2 2 4 0.03279014308426073;
2 2 5 0.036069157392686804;
2 2 6 0.04262718600953895;
2 2 7 0.0491852146263911;
2 2 8 0.040987678855325914;
2 2 9 0.04836546104928457;
2 2 10 0.03770866454689984;
3 1 1 0.0704852146263911;
3 1 2 0.0704852146263911;
3 1 3 0.06880699523052462;
3 1 4 0.09230206677265501;
3 1 5 0.07719809220985692;
3 1 6 0.06712877583465819;
3 1 7 0.08894562798092209;
3 1 8 0.08726740858505565;
3 1 9 0.09733672496025436;
3 1 10 0.07216343402225754;
3 2 1 0.08513513513513514;
