###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 6.   Nome do arquivo: c13ex06.dat          Semente: 1000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [70, 103, 105, 113, 115] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 21.708;
1 1 2 21.708;
1 1 3 21.708;
1 1 4 21.708;
1 1 5 21.708;
1 1 6 21.708;
1 1 7 21.708;
1 1 8 21.708;
1 1 9 21.708;
1 1 10 21.708;
1 2 1 16.836;
1 2 2 16.836;
1 2 3 16.836;
1 2 4 16.836;
1 2 5 16.836;
1 2 6 16.836;
1 2 7 16.836;
1 2 8 16.836;
1 2 9 16.836;
1 2 10 16.836;
2 1 1 25.92;
2 1 2 25.92;
2 1 3 25.92;
2 1 4 25.92;
2 1 5 25.92;
2 1 6 25.92;
2 1 7 25.92;
2 1 8 25.92;
2 1 9 25.92;
2 1 10 25.92;
2 2 1 17.112;
2 2 2 17.112;
2 2 3 17.112;
2 2 4 17.112;
2 2 5 17.112;
2 2 6 17.112;
2 2 7 17.112;
2 2 8 17.112;
2 2 9 17.112;
2 2 10 17.112;
3 1 1 26.244;
3 1 2 26.244;
3 1 3 26.244;
3 1 4 26.244;
3 1 5 26.244;
3 1 6 26.244;
3 1 7 26.244;
3 1 8 26.244;
3 1 9 26.244;
3 1 10 26.244;
3 2 1 13.984;
3 2 2 13.984;
3 2 3 13.984;
3 2 4 13.984;
3 2 5 13.984;
3 2 6 13.984;
3 2 7 13.984;
3 2 8 13.984;
3 2 9 13.984;
3 2 10 13.984;
4 1 1 20.412;
4 1 2 20.412;
4 1 3 20.412;
4 1 4 20.412;
4 1 5 20.412;
4 1 6 20.412;
4 1 7 20.412;
4 1 8 20.412;
4 1 9 20.412;
4 1 10 20.412;
4 2 1 22.54;
4 2 2 22.54;
4 2 3 22.54;
4 2 4 22.54;
