###################################################
# Classe 15 : K = 4, M = 2, T = 10, N = 20
# Exemplo: 4.   Nome do arquivo: c15ex04.dat          Semente: 4999

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 68, 69, 70, 73, 78, 82, 86, 96, 96, 97, 107, 111, 114, 115, 124, 126, 136, 140, 142] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.868;
1 1 2 23.868;
1 1 3 23.868;
1 1 4 23.868;
1 1 5 23.868;
1 1 6 23.868;
1 1 7 23.868;
1 1 8 23.868;
1 1 9 23.868;
1 1 10 23.868;
1 2 1 21.712;
1 2 2 21.712;
1 2 3 21.712;
1 2 4 21.712;
1 2 5 21.712;
1 2 6 21.712;
1 2 7 21.712;
1 2 8 21.712;
1 2 9 21.712;
1 2 10 21.712;
2 1 1 26.352;
2 1 2 26.352;
2 1 3 26.352;
2 1 4 26.352;
2 1 5 26.352;
2 1 6 26.352;
2 1 7 26.352;
2 1 8 26.352;
2 1 9 26.352;
2 1 10 26.352;
2 2 1 16.56;
2 2 2 16.56;
2 2 3 16.56;
2 2 4 16.56;
2 2 5 16.56;
2 2 6 16.56;
2 2 7 16.56;
2 2 8 16.56;
2 2 9 16.56;
2 2 10 16.56;
3 1 1 21.924;
3 1 2 21.924;
3 1 3 21.924;
3 1 4 21.924;
3 1 5 21.924;
3 1 6 21.924;
3 1 7 21.924;
3 1 8 21.924;
3 1 9 21.924;
3 1 10 21.924;
3 2 1 18.952;
3 2 2 18.952;
3 2 3 18.952;
3 2 4 18.952;
3 2 5 18.952;
3 2 6 18.952;
3 2 7 18.952;
3 2 8 18.952;
3 2 9 18.952;
3 2 10 18.952;
4 1 1 26.676;
4 1 2 26.676;
4 1 3 26.676;
4 1 4 26.676;
4 1 5 26.676;
4 1 6 26.676;
4 1 7 26.676;
4 1 8 26.676;
4 1 9 26.676;
4 1 10 26.676;
