###################################################
# Classe 18 : K = 4, M = 2, T = 12, N = 20
# Exemplo: 6.   Nome do arquivo: c18ex06.dat          Semente: 1033

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 61, 69, 70, 77, 77, 91, 92, 92, 98, 99, 105, 107, 115, 120, 131, 137, 139, 144, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 26.46;
1 1 2 26.46;
1 1 3 26.46;
1 1 4 26.46;
1 1 5 26.46;
1 1 6 26.46;
1 1 7 26.46;
1 1 8 26.46;
1 1 9 26.46;
1 1 10 26.46;
1 1 11 26.46;
1 1 12 26.46;
1 2 1 15.732;
1 2 2 15.732;
1 2 3 15.732;
1 2 4 15.732;
1 2 5 15.732;
1 2 6 15.732;
1 2 7 15.732;
1 2 8 15.732;
1 2 9 15.732;
1 2 10 15.732;
1 2 11 15.732;
1 2 12 15.732;
2 1 1 17.712;
2 1 2 17.712;
2 1 3 17.712;
2 1 4 17.712;
2 1 5 17.712;
2 1 6 17.712;
2 1 7 17.712;
2 1 8 17.712;
2 1 9 17.712;
2 1 10 17.712;
2 1 11 17.712;
2 1 12 17.712;
2 2 1 19.136;
2 2 2 19.136;
2 2 3 19.136;
2 2 4 19.136;
2 2 5 19.136;
2 2 6 19.136;
2 2 7 19.136;
2 2 8 19.136;
2 2 9 19.136;
2 2 10 19.136;
2 2 11 19.136;
2 2 12 19.136;
3 1 1 18.144;
3 1 2 18.144;
3 1 3 18.144;
3 1 4 18.144;
3 1 5 18.144;
3 1 6 18.144;
3 1 7 18.144;
3 1 8 18.144;
3 1 9 18.144;
3 1 10 18.144;
3 1 11 18.144;
3 1 12 18.144;
3 2 1 21.62;
3 2 2 21.62;
3 2 3 21.62;
3 2 4 21.62;
3 2 5 21.62;
3 2 6 21.62;
3 2 7 21.62;
3 2 8 21.62;
3 2 9 21.62;
3 2 10 21.62;
