###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 1.   Nome do arquivo: c24ex01.dat          Semente: 1000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [51, 52, 70, 79, 83, 84, 86, 89, 99, 101, 103, 103, 105, 113, 115, 140, 143, 145, 145, 145] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.22;
1 1 2 23.22;
1 1 3 23.22;
1 1 4 23.22;
1 1 5 23.22;
1 1 6 23.22;
1 1 7 23.22;
1 1 8 23.22;
1 1 9 23.22;
1 1 10 23.22;
1 2 1 22.355;
1 2 2 22.355;
1 2 3 22.355;
1 2 4 22.355;
1 2 5 22.355;
1 2 6 22.355;
1 2 7 22.355;
1 2 8 22.355;
1 2 9 22.355;
1 2 10 22.355;
2 1 1 18.684;
2 1 2 18.684;
2 1 3 18.684;
2 1 4 18.684;
2 1 5 18.684;
2 1 6 18.684;
2 1 7 18.684;
2 1 8 18.684;
2 1 9 18.684;
2 1 10 18.684;
2 2 1 16.008;
2 2 2 16.008;
2 2 3 16.008;
2 2 4 16.008;
2 2 5 16.008;
2 2 6 16.008;
2 2 7 16.008;
2 2 8 16.008;
2 2 9 16.008;
2 2 10 16.008;
3 1 1 20.52;
3 1 2 20.52;
3 1 3 20.52;
3 1 4 20.52;
3 1 5 20.52;
3 1 6 20.52;
3 1 7 20.52;
3 1 8 20.52;
3 1 9 20.52;
3 1 10 20.52;
3 2 1 15.64;
3 2 2 15.64;
3 2 3 15.64;
3 2 4 15.64;
3 2 5 15.64;
3 2 6 15.64;
3 2 7 15.64;
3 2 8 15.64;
3 2 9 15.64;
3 2 10 15.64;
4 1 1 17.387;
4 1 2 17.387;
4 1 3 17.387;
4 1 4 17.387;
4 1 5 17.387;
4 1 6 17.387;
4 1 7 17.387;
