###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 9.   Nome do arquivo: c25ex09.dat          Semente: 4999

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 68, 82, 86, 96] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.22;
1 1 2 23.22;
1 1 3 23.22;
1 1 4 23.22;
1 1 5 23.22;
1 1 6 23.22;
1 1 7 23.22;
1 1 8 23.22;
1 1 9 23.22;
1 1 10 23.22;
1 1 11 23.22;
1 1 12 23.22;
1 2 1 15.64;
1 2 2 15.64;
1 2 3 15.64;
1 2 4 15.64;
1 2 5 15.64;
1 2 6 15.64;
1 2 7 15.64;
1 2 8 15.64;
1 2 9 15.64;
1 2 10 15.64;
1 2 11 15.64;
1 2 12 15.64;
2 1 1 21.168;
2 1 2 21.168;
2 1 3 21.168;
2 1 4 21.168;
2 1 5 21.168;
2 1 6 21.168;
2 1 7 21.168;
2 1 8 21.168;
2 1 9 21.168;
2 1 10 21.168;
2 1 11 21.168;
2 1 12 21.168;
2 2 1 22.08;
2 2 2 22.08;
2 2 3 22.08;
2 2 4 22.08;
2 2 5 22.08;
2 2 6 22.08;
2 2 7 22.08;
2 2 8 22.08;
2 2 9 22.08;
2 2 10 22.08;
2 2 11 22.08;
2 2 12 22.08;
3 1 1 25.488;
3 1 2 25.488;
3 1 3 25.488;
3 1 4 25.488;
3 1 5 25.488;
3 1 6 25.488;
3 1 7 25.488;
3 1 8 25.488;
3 1 9 25.488;
3 1 10 25.488;
3 1 11 25.488;
3 1 12 25.488;
3 2 1 19.412;
3 2 2 19.412;
3 2 3 19.412;
3 2 4 19.412;
3 2 5 19.412;
3 2 6 19.412;
3 2 7 19.412;
3 2 8 19.412;
3 2 9 19.412;
3 2 10 19.412;
3 2 11 19.412;
