###################################################
# Classe 21 : K = 6, M = 2, T = 8, N = 20
# Exemplo: 8.   Nome do arquivo: c21ex08.dat          Semente: 6000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [64, 76, 79, 81, 84, 90, 92, 97, 109, 110, 111, 122, 131, 134, 137, 139, 142, 143, 146, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.087;
1 1 2 20.087;
1 1 3 20.087;
1 1 4 20.087;
1 1 5 20.087;
1 1 6 20.087;
1 1 7 20.087;
1 1 8 20.087;
1 2 1 18.86;
1 2 2 18.86;
1 2 3 18.86;
1 2 4 18.86;
1 2 5 18.86;
1 2 6 18.86;
1 2 7 18.86;
1 2 8 18.86;
2 1 1 22.248;
2 1 2 22.248;
2 1 3 22.248;
2 1 4 22.248;
2 1 5 22.248;
2 1 6 22.248;
2 1 7 22.248;
2 1 8 22.248;
2 2 1 19.32;
2 2 2 19.32;
2 2 3 19.32;
2 2 4 19.32;
2 2 5 19.32;
2 2 6 19.32;
2 2 7 19.32;
2 2 8 19.32;
3 1 1 18.035;
3 1 2 18.035;
3 1 3 18.035;
3 1 4 18.035;
3 1 5 18.035;
3 1 6 18.035;
3 1 7 18.035;
3 1 8 18.035;
3 2 1 14.075;
3 2 2 14.075;
3 2 3 14.075;
3 2 4 14.075;
3 2 5 14.075;
3 2 6 14.075;
3 2 7 14.075;
3 2 8 14.075;
4 1 1 18.035;
4 1 2 18.035;
4 1 3 18.035;
4 1 4 18.035;
4 1 5 18.035;
4 1 6 18.035;
4 1 7 18.035;
4 1 8 18.035;
4 2 1 13.892;
4 2 2 13.892;
4 2 3 13.892;
4 2 4 13.892;
4 2 5 13.892;
4 2 6 13.892;
4 2 7 13.892;
4 2 8 13.892;
5 1 1 25.92;
5 1 2 25.92;
5 1 3 25.92;
