###################################################
# Classe 5 : K = 2, M = 2, T = 10, N = 10
# Exemplo: 10.   c5ex10.dat          Semente: 2735
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [51, 56, 59, 86, 93, 95, 103, 110, 110, 137]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [51.84 44.16; 51.84 44.16]

global c_km = [37.8 38.64; 46.44 29.44]

global p_km = [5.292 5.41; 6.502 4.122]

global c_x = [
1 1 1 21.168;
1 1 2 21.168;
1 1 3 21.168;
1 1 4 21.168;
1 1 5 21.168;
1 1 6 21.168;
1 1 7 21.168;
1 1 8 21.168;
1 1 9 21.168;
1 1 10 21.168;
1 2 1 22.632;
1 2 2 22.632;
1 2 3 22.632;
1 2 4 22.632;
1 2 5 22.632;
1 2 6 22.632;
1 2 7 22.632;
1 2 8 22.632;
1 2 9 22.632;
1 2 10 22.632;
2 1 1 24.407;
2 1 2 24.407;
2 1 3 24.407;
2 1 4 24.407;
2 1 5 24.407;
2 1 6 24.407;
2 1 7 24.407;
2 1 8 24.407;
2 1 9 24.407;
2 1 10 24.407;
2 2 1 18.86;
2 2 2 18.86;
2 2 3 18.86;
2 2 4 18.86;
2 2 5 18.86;
2 2 6 18.86;
2 2 7 18.86;
2 2 8 18.86;
2 2 9 18.86;
2 2 10 18.86;
]

global c_z = [
1 1 1 0.889;
1 1 2 0.889;
1 1 3 0.889;
1 1 4 0.889;
1 1 5 0.889;
1 1 6 0.889;
1 1 7 0.889;
1 1 8 0.889;
1 1 9 0.889;
1 1 10 0.889;
1 2 1 0.724;
1 2 2 0.724;
1 2 3 0.724;
1 2 4 0.724;
1 2 5 0.724;
1 2 6 0.724;
1 2 7 0.724;
1 2 8 0.724;
1 2 9 0.724;
1 2 10 0.724;
2 1 1 1.001;
2 1 2 1.001;
2 1 3 1.001;
2 1 4 1.001;
2 1 5 1.001;
2 1 6 1.001;
2 1 7 1.001;
2 1 8 1.001;
2 1 9 1.001;
2 1 10 1.001;
2 2 1 0.717;
2 2 2 0.717;
2 2 3 0.717;
2 2 4 0.717;
2 2 5 0.717;
2 2 6 0.717;
2 2 7 0.717;
2 2 8 0.717;
2 2 9 0.717;
2 2 10 0.717;
]

global c_y = [
1 1 1 2.752;
1 1 2 2.752;
