###################################################
# Classe 20 : K = 6, M = 2, T = 8, N = 10
# Exemplo: 10.   Nome do arquivo: c20ex10.dat          Semente: 2000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [81, 98, 108, 121, 129, 130, 142, 145, 149, 150] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 26.46;
1 1 2 26.46;
1 1 3 26.46;
1 1 4 26.46;
1 1 5 26.46;
1 1 6 26.46;
1 1 7 26.46;
1 1 8 26.46;
1 2 1 16.652;
1 2 2 16.652;
1 2 3 16.652;
1 2 4 16.652;
1 2 5 16.652;
1 2 6 16.652;
1 2 7 16.652;
1 2 8 16.652;
2 1 1 25.272;
2 1 2 25.272;
2 1 3 25.272;
2 1 4 25.272;
2 1 5 25.272;
2 1 6 25.272;
2 1 7 25.272;
2 1 8 25.272;
2 2 1 14.168;
2 2 2 14.168;
2 2 3 14.168;
2 2 4 14.168;
2 2 5 14.168;
2 2 6 14.168;
2 2 7 14.168;
2 2 8 14.168;
3 1 1 18.252;
3 1 2 18.252;
3 1 3 18.252;
3 1 4 18.252;
3 1 5 18.252;
3 1 6 18.252;
3 1 7 18.252;
3 1 8 18.252;
3 2 1 20.791;
3 2 2 20.791;
3 2 3 20.791;
3 2 4 20.791;
3 2 5 20.791;
3 2 6 20.791;
3 2 7 20.791;
3 2 8 20.791;
4 1 1 19.439;
4 1 2 19.439;
4 1 3 19.439;
4 1 4 19.439;
4 1 5 19.439;
4 1 6 19.439;
4 1 7 19.439;
4 1 8 19.439;
4 2 1 21.62;
4 2 2 21.62;
4 2 3 21.62;
4 2 4 21.62;
4 2 5 21.62;
4 2 6 21.62;
4 2 7 21.62;
4 2 8 21.62;
5 1 1 20.196;
5 1 2 20.196;
5 1 3 20.196;
5 1 4 20.196;
5 1 5 20.196;
5 1 6 20.196;
