###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 1.   Nome do arquivo: c25ex01.dat          Semente: 1500

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [55, 82, 105, 119, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.704;
1 1 2 25.704;
1 1 3 25.704;
1 1 4 25.704;
1 1 5 25.704;
1 1 6 25.704;
1 1 7 25.704;
1 1 8 25.704;
1 1 9 25.704;
1 1 10 25.704;
1 1 11 25.704;
1 1 12 25.704;
1 2 1 15.18;
1 2 2 15.18;
1 2 3 15.18;
1 2 4 15.18;
1 2 5 15.18;
1 2 6 15.18;
1 2 7 15.18;
1 2 8 15.18;
1 2 9 15.18;
1 2 10 15.18;
1 2 11 15.18;
1 2 12 15.18;
2 1 1 21.924;
2 1 2 21.924;
2 1 3 21.924;
2 1 4 21.924;
2 1 5 21.924;
2 1 6 21.924;
2 1 7 21.924;
2 1 8 21.924;
2 1 9 21.924;
2 1 10 21.924;
2 1 11 21.924;
2 1 12 21.924;
2 2 1 20.608;
2 2 2 20.608;
2 2 3 20.608;
2 2 4 20.608;
2 2 5 20.608;
2 2 6 20.608;
2 2 7 20.608;
2 2 8 20.608;
2 2 9 20.608;
2 2 10 20.608;
2 2 11 20.608;
2 2 12 20.608;
3 1 1 25.704;
3 1 2 25.704;
3 1 3 25.704;
3 1 4 25.704;
3 1 5 25.704;
3 1 6 25.704;
3 1 7 25.704;
3 1 8 25.704;
3 1 9 25.704;
3 1 10 25.704;
3 1 11 25.704;
3 1 12 25.704;
3 2 1 15.64;
3 2 2 15.64;
3 2 3 15.64;
3 2 4 15.64;
3 2 5 15.64;
3 2 6 15.64;
3 2 7 15.64;
3 2 8 15.64;
3 2 9 15.64;
3 2 10 15.64;
3 2 11 15.64;
