###################################################
# Classe 21 : K = 6, M = 2, T = 8, N = 20
# Exemplo: 5.   Nome do arquivo: c21ex05.dat          Semente: 9999

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 60, 67, 70, 71, 73, 77, 87, 89, 90, 96, 97, 109, 109, 121, 125, 132, 134, 137, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 21.276;
1 1 2 21.276;
1 1 3 21.276;
1 1 4 21.276;
1 1 5 21.276;
1 1 6 21.276;
1 1 7 21.276;
1 1 8 21.276;
1 2 1 14.536;
1 2 2 14.536;
1 2 3 14.536;
1 2 4 14.536;
1 2 5 14.536;
1 2 6 14.536;
1 2 7 14.536;
1 2 8 14.536;
2 1 1 17.712;
2 1 2 17.712;
2 1 3 17.712;
2 1 4 17.712;
2 1 5 17.712;
2 1 6 17.712;
2 1 7 17.712;
2 1 8 17.712;
2 2 1 18.4;
2 2 2 18.4;
2 2 3 18.4;
2 2 4 18.4;
2 2 5 18.4;
2 2 6 18.4;
2 2 7 18.4;
2 2 8 18.4;
3 1 1 24.516;
3 1 2 24.516;
3 1 3 24.516;
3 1 4 24.516;
3 1 5 24.516;
3 1 6 24.516;
3 1 7 24.516;
3 1 8 24.516;
3 2 1 20.608;
3 2 2 20.608;
3 2 3 20.608;
3 2 4 20.608;
3 2 5 20.608;
3 2 6 20.608;
3 2 7 20.608;
3 2 8 20.608;
4 1 1 17.712;
4 1 2 17.712;
4 1 3 17.712;
4 1 4 17.712;
4 1 5 17.712;
4 1 6 17.712;
4 1 7 17.712;
4 1 8 17.712;
4 2 1 20.976;
4 2 2 20.976;
4 2 3 20.976;
4 2 4 20.976;
4 2 5 20.976;
4 2 6 20.976;
4 2 7 20.976;
4 2 8 20.976;
5 1 1 26.352;
5 1 2 26.352;
5 1 3 26.352;
