###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 3.   Nome do arquivo: c26ex03.dat          Semente: 8689

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [60, 62, 90, 109, 113, 123, 129, 135, 136, 148] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.548;
1 1 2 19.548;
1 1 3 19.548;
1 1 4 19.548;
1 1 5 19.548;
1 1 6 19.548;
1 1 7 19.548;
1 1 8 19.548;
1 1 9 19.548;
1 1 10 19.548;
1 1 11 19.548;
1 1 12 19.548;
1 2 1 21.988;
1 2 2 21.988;
1 2 3 21.988;
1 2 4 21.988;
1 2 5 21.988;
1 2 6 21.988;
1 2 7 21.988;
1 2 8 21.988;
1 2 9 21.988;
1 2 10 21.988;
1 2 11 21.988;
1 2 12 21.988;
2 1 1 22.896;
2 1 2 22.896;
2 1 3 22.896;
2 1 4 22.896;
2 1 5 22.896;
2 1 6 22.896;
2 1 7 22.896;
2 1 8 22.896;
2 1 9 22.896;
2 1 10 22.896;
2 1 11 22.896;
2 1 12 22.896;
2 2 1 16.1;
2 2 2 16.1;
2 2 3 16.1;
2 2 4 16.1;
2 2 5 16.1;
2 2 6 16.1;
2 2 7 16.1;
2 2 8 16.1;
2 2 9 16.1;
2 2 10 16.1;
2 2 11 16.1;
2 2 12 16.1;
3 1 1 19.116;
3 1 2 19.116;
3 1 3 19.116;
3 1 4 19.116;
3 1 5 19.116;
3 1 6 19.116;
3 1 7 19.116;
3 1 8 19.116;
3 1 9 19.116;
3 1 10 19.116;
3 1 11 19.116;
3 1 12 19.116;
3 2 1 20.424;
3 2 2 20.424;
3 2 3 20.424;
3 2 4 20.424;
3 2 5 20.424;
3 2 6 20.424;
3 2 7 20.424;
3 2 8 20.424;
3 2 9 20.424;
3 2 10 20.424;
