###################################################
# Classe 1 : K = 2, M = 2, T = 8, N = 5
# Exemplo: 1.   c1ex01.dat          Semente: 1033
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 8
global N = 5

global L = [540, 460]

global l = [69, 91, 114, 137, 143]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [11.88 10.12; 11.88 10.12]

global c_km = [35.64 31.28; 28.08 43.24]

global p_km = [3.742 3.284; 2.948 4.54]

global c_x = [
1 1 1 22.355;
1 1 2 22.355;
1 1 3 22.355;
1 1 4 22.355;
1 1 5 22.355;
1 1 6 22.355;
1 1 7 22.355;
1 1 8 22.355;
1 2 1 16.283;
1 2 2 16.283;
1 2 3 16.283;
1 2 4 16.283;
1 2 5 16.283;
1 2 6 16.283;
1 2 7 16.283;
1 2 8 16.283;
2 1 1 22.14;
2 1 2 22.14;
2 1 3 22.14;
2 1 4 22.14;
2 1 5 22.14;
2 1 6 22.14;
2 1 7 22.14;
2 1 8 22.14;
2 2 1 16.283;
2 2 2 16.283;
2 2 3 16.283;
2 2 4 16.283;
2 2 5 16.283;
2 2 6 16.283;
2 2 7 16.283;
2 2 8 16.283;
]

global c_z = [
1 1 1 0.984;
1 1 2 0.984;
1 1 3 0.984;
1 1 4 0.984;
1 1 5 0.984;
1 1 6 0.984;
1 1 7 0.984;
1 1 8 0.984;
1 2 1 0.651;
1 2 2 0.651;
1 2 3 0.651;
1 2 4 0.651;
1 2 5 0.651;
1 2 6 0.651;
1 2 7 0.651;
1 2 8 0.651;
2 1 1 0.841;
2 1 2 0.841;
2 1 3 0.841;
2 1 4 0.841;
2 1 5 0.841;
2 1 6 0.841;
2 1 7 0.841;
2 1 8 0.841;
2 2 1 0.814;
2 2 2 0.814;
2 2 3 0.814;
2 2 4 0.814;
2 2 5 0.814;
2 2 6 0.814;
2 2 7 0.814;
2 2 8 0.814;
]

global c_y = [
1 1 1 3.13;
1 1 2 3.13;
1 1 3 3.13;
1 1 4 3.13;
1 1 5 3.13;
1 1 6 3.13;
1 1 7 3.13;
1 1 8 3.13;
1 2 1 2.442;
1 2 2 2.442;
1 2 3 2.442;
1 2 4 2.442;
1 2 5 2.442;
1 2 6 2.442;
1 2 7 2.442;
1 2 8 2.442;
2 1 1 2.878;
2 1 2 2.878;
2 1 3 2.878;
2 1 4 2.878;
2 1 5 2.878;
2 1 6 2.878;
2 1 7 2.878;
2 1 8 2.878;
2 2 1 1.628;
2 2 2 1.628;
2 2 3 1.628;
2 2 4 1.628;
2 2 5 1.628;
2 2 6 1.628;
2 2 7 1.628;
2 2 8 1.628;
]

global c_sc = [
1 1 1 0.103;
1 1 2 0.103;
1 1 3 0.103;
1 1 4 0.103;
1 1 5 0.103;
1 1 6 0.103;
1 1 7 0.103;
1 1 8 0.103;
1 2 1 0.083;
1 2 2 0.083;
1 2 3 0.083;
1 2 4 0.083;
1 2 5 0.083;
1 2 6 0.083;
1 2 7 0.083;
1 2 8 0.083;
2 1 1 0.106;
2 1 2 0.106;
2 1 3 0.106;
2 1 4 0.106;
2 1 5 0.106;
2 1 6 0.106;
2 1 7 0.106;
2 1 8 0.106;
2 2 1 0.068;
2 2 2 0.068;
2 2 3 0.068;
2 2 4 0.068;
2 2 5 0.068;
2 2 6 0.068;
2 2 7 0.068;
2 2 8 0.068;
]

global c_w = [
1 1 1 0.604;
1 1 2 0.604;
1 1 3 0.604;
1 1 4 0.604;
1 1 5 0.604;
1 1 6 0.604;
1 1 7 0.604;
1 1 8 0.604;
1 2 1 0.195;
1 2 2 0.195;
1 2 3 0.195;
1 2 4 0.195;
1 2 5 0.195;
1 2 6 0.195;
1 2 7 0.195;
1 2 8 0.195;
2 1 1 0.332;
2 1 2 0.332;
2 1 3 0.332;
2 1 4 0.332;
2 1 5 0.332;
2 1 6 0.332;
2 1 7 0.332;
2 1 8 0.332;
2 2 1 0.228;
2 2 2 0.228;
2 2 3 0.228;
2 2 4 0.228;
2 2 5 0.228;
2 2 6 0.228;
2 2 7 0.228;
2 2 8 0.228;
]

global c_e = [
1 1 1 0.06354527027027027;
1 1 2 0.060258445945945954;
1 1 3 0.05806722972972973;
1 1 4 0.06354527027027027;
1 1 5 0.05149358108108108;
1 1 6 0.05697162162162163;
1 1 7 0.04382432432432433;
1 1 8 0.05258918918918919;
1 2 1 0.03916216216216216;
1 2 2 0.03455484896661368;
1 2 3 0.044537360890302066;
1 2 4 0.03455484896661368;
1 2 5 0.041465818759936414;
1 2 6 0.03685850556438792;
1 2 7 0.03532273449920509;
1 2 8 0.041465818759936414;
2 1 1 0.06502195945945946;
2 1 2 0.07080168918918918;
2 1 3 0.06068716216216216;
2 1 4 0.07802635135135136;
2 1 5 0.07802635135135136;
2 1 6 0.07513648648648649;
2 1 7 0.08236114864864864;
2 1 8 0.08380608108108108;
2 2 1 0.044559618441971385;
2 2 2 0.04253418124006359;
2 2 3 0.056712241653418136;
2 2 4 0.050635930047694754;
2 2 5 0.040508744038155804;
2 2 6 0.047597774244833066;
2 2 7 0.06076311605723371;
2 2 8 0.04253418124006359;
3 1 1 0.10136756756756758;
3 1 2 0.08145608108108109;
3 1 3 0.07240540540540541;
3 1 4 0.07421554054054054;
3 1 5 0.07783581081081081;
3 1 6 0.07240540540540541;
3 1 7 0.09050675675675676;
3 1 8 0.08507635135135135;
3 2 1 0.05962798092209857;
3 2 2 0.0723147853736089;
3 2 3 0.05835930047694755;
3 2 4 0.05201589825119236;
3 2 5 0.054553259141494434;
3 2 6 0.05201589825119236;
3 2 7 0.06850874403815581;
3 2 8 0.054553259141494434;
4 1 1 0.11746824324324326;
4 1 2 0.12834493243243245;
4 1 3 0.09353952702702703;
4 1 4 0.11311756756756758;
4 1 5 0.11311756756756758;
4 1 6 0.13052027027027027;
4 1 7 0.0978902027027027;
4 1 8 0.11746824324324326;
4 2 1 0.06708426073131955;
