###################################################
# Classe 17 : K = 4, M = 2, T = 12, N = 10
# Exemplo: 10.   Nome do arquivo: c17ex10.dat          Semente: 9999

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 67, 73, 89, 90, 96, 97, 125, 137, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.116;
1 1 2 19.116;
1 1 3 19.116;
1 1 4 19.116;
1 1 5 19.116;
1 1 6 19.116;
1 1 7 19.116;
1 1 8 19.116;
1 1 9 19.116;
1 1 10 19.116;
1 1 11 19.116;
1 1 12 19.116;
1 2 1 19.227;
1 2 2 19.227;
1 2 3 19.227;
1 2 4 19.227;
1 2 5 19.227;
1 2 6 19.227;
1 2 7 19.227;
1 2 8 19.227;
1 2 9 19.227;
1 2 10 19.227;
1 2 11 19.227;
1 2 12 19.227;
2 1 1 25.272;
2 1 2 25.272;
2 1 3 25.272;
2 1 4 25.272;
2 1 5 25.272;
2 1 6 25.272;
2 1 7 25.272;
2 1 8 25.272;
2 1 9 25.272;
2 1 10 25.272;
2 1 11 25.272;
2 1 12 25.272;
2 2 1 14.72;
2 2 2 14.72;
2 2 3 14.72;
2 2 4 14.72;
2 2 5 14.72;
2 2 6 14.72;
2 2 7 14.72;
2 2 8 14.72;
2 2 9 14.72;
2 2 10 14.72;
2 2 11 14.72;
2 2 12 14.72;
3 1 1 25.055;
3 1 2 25.055;
3 1 3 25.055;
3 1 4 25.055;
3 1 5 25.055;
3 1 6 25.055;
3 1 7 25.055;
3 1 8 25.055;
3 1 9 25.055;
3 1 10 25.055;
3 1 11 25.055;
3 1 12 25.055;
3 2 1 15.64;
3 2 2 15.64;
3 2 3 15.64;
3 2 4 15.64;
3 2 5 15.64;
3 2 6 15.64;
3 2 7 15.64;
3 2 8 15.64;
3 2 9 15.64;
3 2 10 15.64;
3 2 11 15.64;
3 2 12 15.64;
4 1 1 20.196;
