###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 9.   Nome do arquivo: c13ex09.dat          Semente: 2323

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [71, 86, 99, 111, 122] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.848;
1 1 2 16.848;
1 1 3 16.848;
1 1 4 16.848;
1 1 5 16.848;
1 1 6 16.848;
1 1 7 16.848;
1 1 8 16.848;
1 1 9 16.848;
1 1 10 16.848;
1 2 1 14.812;
1 2 2 14.812;
1 2 3 14.812;
1 2 4 14.812;
1 2 5 14.812;
1 2 6 14.812;
1 2 7 14.812;
1 2 8 14.812;
1 2 9 14.812;
1 2 10 14.812;
2 1 1 24.84;
2 1 2 24.84;
2 1 3 24.84;
2 1 4 24.84;
2 1 5 24.84;
2 1 6 24.84;
2 1 7 24.84;
2 1 8 24.84;
2 1 9 24.84;
2 1 10 24.84;
2 2 1 17.756;
2 2 2 17.756;
2 2 3 17.756;
2 2 4 17.756;
2 2 5 17.756;
2 2 6 17.756;
2 2 7 17.756;
2 2 8 17.756;
2 2 9 17.756;
2 2 10 17.756;
3 1 1 19.548;
3 1 2 19.548;
3 1 3 19.548;
3 1 4 19.548;
3 1 5 19.548;
3 1 6 19.548;
3 1 7 19.548;
3 1 8 19.548;
3 1 9 19.548;
3 1 10 19.548;
3 2 1 16.468;
3 2 2 16.468;
3 2 3 16.468;
3 2 4 16.468;
3 2 5 16.468;
3 2 6 16.468;
3 2 7 16.468;
3 2 8 16.468;
3 2 9 16.468;
3 2 10 16.468;
4 1 1 22.896;
4 1 2 22.896;
4 1 3 22.896;
4 1 4 22.896;
4 1 5 22.896;
4 1 6 22.896;
4 1 7 22.896;
4 1 8 22.896;
4 1 9 22.896;
4 1 10 22.896;
4 2 1 18.308;
4 2 2 18.308;
4 2 3 18.308;
4 2 4 18.308;
