###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 3.   Nome do arquivo: c24ex03.dat          Semente: 2109

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 54, 54, 54, 57, 58, 63, 68, 80, 83, 85, 90, 93, 102, 112, 121, 132, 136, 141, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.524;
1 1 2 16.524;
1 1 3 16.524;
1 1 4 16.524;
1 1 5 16.524;
1 1 6 16.524;
1 1 7 16.524;
1 1 8 16.524;
1 1 9 16.524;
1 1 10 16.524;
1 2 1 20.148;
1 2 2 20.148;
1 2 3 20.148;
1 2 4 20.148;
1 2 5 20.148;
1 2 6 20.148;
1 2 7 20.148;
1 2 8 20.148;
1 2 9 20.148;
1 2 10 20.148;
2 1 1 18.791;
2 1 2 18.791;
2 1 3 18.791;
2 1 4 18.791;
2 1 5 18.791;
2 1 6 18.791;
2 1 7 18.791;
2 1 8 18.791;
2 1 9 18.791;
2 1 10 18.791;
2 2 1 15.915;
2 2 2 15.915;
2 2 3 15.915;
2 2 4 15.915;
2 2 5 15.915;
2 2 6 15.915;
2 2 7 15.915;
2 2 8 15.915;
2 2 9 15.915;
2 2 10 15.915;
3 1 1 22.14;
3 1 2 22.14;
3 1 3 22.14;
3 1 4 22.14;
3 1 5 22.14;
3 1 6 22.14;
3 1 7 22.14;
3 1 8 22.14;
3 1 9 22.14;
3 1 10 22.14;
3 2 1 20.148;
3 2 2 20.148;
3 2 3 20.148;
3 2 4 20.148;
3 2 5 20.148;
3 2 6 20.148;
3 2 7 20.148;
3 2 8 20.148;
3 2 9 20.148;
3 2 10 20.148;
4 1 1 25.812;
4 1 2 25.812;
4 1 3 25.812;
4 1 4 25.812;
4 1 5 25.812;
4 1 6 25.812;
4 1 7 25.812;
