###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 2.   Nome do arquivo: c25ex02.dat          Semente: 5000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [56, 89, 90, 93, 101] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 26.892;
1 1 2 26.892;
1 1 3 26.892;
1 1 4 26.892;
1 1 5 26.892;
1 1 6 26.892;
1 1 7 26.892;
1 1 8 26.892;
1 1 9 26.892;
1 1 10 26.892;
1 1 11 26.892;
1 1 12 26.892;
1 2 1 15.272;
1 2 2 15.272;
1 2 3 15.272;
1 2 4 15.272;
1 2 5 15.272;
1 2 6 15.272;
1 2 7 15.272;
1 2 8 15.272;
1 2 9 15.272;
1 2 10 15.272;
1 2 11 15.272;
1 2 12 15.272;
2 1 1 25.704;
2 1 2 25.704;
2 1 3 25.704;
2 1 4 25.704;
2 1 5 25.704;
2 1 6 25.704;
2 1 7 25.704;
2 1 8 25.704;
2 1 9 25.704;
2 1 10 25.704;
2 1 11 25.704;
2 1 12 25.704;
2 2 1 15.824;
2 2 2 15.824;
2 2 3 15.824;
2 2 4 15.824;
2 2 5 15.824;
2 2 6 15.824;
2 2 7 15.824;
2 2 8 15.824;
2 2 9 15.824;
2 2 10 15.824;
2 2 11 15.824;
2 2 12 15.824;
3 1 1 23.436;
3 1 2 23.436;
3 1 3 23.436;
3 1 4 23.436;
3 1 5 23.436;
3 1 6 23.436;
3 1 7 23.436;
3 1 8 23.436;
3 1 9 23.436;
3 1 10 23.436;
3 1 11 23.436;
3 1 12 23.436;
3 2 1 19.779;
3 2 2 19.779;
3 2 3 19.779;
3 2 4 19.779;
3 2 5 19.779;
3 2 6 19.779;
3 2 7 19.779;
3 2 8 19.779;
3 2 9 19.779;
3 2 10 19.779;
3 2 11 19.779;
