###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 2.   Nome do arquivo: c27ex02.dat          Semente: 4837

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 64, 77, 83, 83, 86, 87, 89, 91, 91, 99, 110, 114, 115, 121, 128, 133, 138, 139, 144] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 21.816;
1 1 2 21.816;
1 1 3 21.816;
1 1 4 21.816;
1 1 5 21.816;
1 1 6 21.816;
1 1 7 21.816;
1 1 8 21.816;
1 1 9 21.816;
1 1 10 21.816;
1 1 11 21.816;
1 1 12 21.816;
1 2 1 23.0;
1 2 2 23.0;
1 2 3 23.0;
1 2 4 23.0;
1 2 5 23.0;
1 2 6 23.0;
1 2 7 23.0;
1 2 8 23.0;
1 2 9 23.0;
1 2 10 23.0;
1 2 11 23.0;
1 2 12 23.0;
2 1 1 18.36;
2 1 2 18.36;
2 1 3 18.36;
2 1 4 18.36;
2 1 5 18.36;
2 1 6 18.36;
2 1 7 18.36;
2 1 8 18.36;
2 1 9 18.36;
2 1 10 18.36;
2 1 11 18.36;
2 1 12 18.36;
2 2 1 21.988;
2 2 2 21.988;
2 2 3 21.988;
2 2 4 21.988;
2 2 5 21.988;
2 2 6 21.988;
2 2 7 21.988;
2 2 8 21.988;
2 2 9 21.988;
2 2 10 21.988;
2 2 11 21.988;
2 2 12 21.988;
3 1 1 26.676;
3 1 2 26.676;
3 1 3 26.676;
3 1 4 26.676;
3 1 5 26.676;
3 1 6 26.676;
3 1 7 26.676;
3 1 8 26.676;
3 1 9 26.676;
3 1 10 26.676;
3 1 11 26.676;
3 1 12 26.676;
3 2 1 20.884;
3 2 2 20.884;
3 2 3 20.884;
3 2 4 20.884;
3 2 5 20.884;
3 2 6 20.884;
3 2 7 20.884;
