###################################################
# Classe 21 : K = 6, M = 2, T = 8, N = 20
# Exemplo: 9.   Nome do arquivo: c21ex09.dat          Semente: 7000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 57, 63, 65, 69, 73, 75, 83, 89, 91, 101, 105, 106, 125, 131, 132, 133, 134, 137, 146] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.112;
1 1 2 23.112;
1 1 3 23.112;
1 1 4 23.112;
1 1 5 23.112;
1 1 6 23.112;
1 1 7 23.112;
1 1 8 23.112;
1 2 1 19.964;
1 2 2 19.964;
1 2 3 19.964;
1 2 4 19.964;
1 2 5 19.964;
1 2 6 19.964;
1 2 7 19.964;
1 2 8 19.964;
2 1 1 17.172;
2 1 2 17.172;
2 1 3 17.172;
2 1 4 17.172;
2 1 5 17.172;
2 1 6 17.172;
2 1 7 17.172;
2 1 8 17.172;
2 2 1 16.008;
2 2 2 16.008;
2 2 3 16.008;
2 2 4 16.008;
2 2 5 16.008;
2 2 6 16.008;
2 2 7 16.008;
2 2 8 16.008;
3 1 1 17.28;
3 1 2 17.28;
3 1 3 17.28;
3 1 4 17.28;
3 1 5 17.28;
3 1 6 17.28;
3 1 7 17.28;
3 1 8 17.28;
3 2 1 22.907;
3 2 2 22.907;
3 2 3 22.907;
3 2 4 22.907;
3 2 5 22.907;
3 2 6 22.907;
3 2 7 22.907;
3 2 8 22.907;
4 1 1 19.548;
4 1 2 19.548;
4 1 3 19.548;
4 1 4 19.548;
4 1 5 19.548;
4 1 6 19.548;
4 1 7 19.548;
4 1 8 19.548;
4 2 1 17.204;
4 2 2 17.204;
4 2 3 17.204;
4 2 4 17.204;
4 2 5 17.204;
4 2 6 17.204;
4 2 7 17.204;
4 2 8 17.204;
5 1 1 24.084;
5 1 2 24.084;
5 1 3 24.084;
