###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 5.   Nome do arquivo: c26ex05.dat          Semente: 9789

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [51, 80, 87, 91, 110, 121, 122, 127, 146, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.164;
1 1 2 25.164;
1 1 3 25.164;
1 1 4 25.164;
1 1 5 25.164;
1 1 6 25.164;
1 1 7 25.164;
1 1 8 25.164;
1 1 9 25.164;
1 1 10 25.164;
1 1 11 25.164;
1 1 12 25.164;
1 2 1 15.456;
1 2 2 15.456;
1 2 3 15.456;
1 2 4 15.456;
1 2 5 15.456;
1 2 6 15.456;
1 2 7 15.456;
1 2 8 15.456;
1 2 9 15.456;
1 2 10 15.456;
1 2 11 15.456;
1 2 12 15.456;
2 1 1 24.084;
2 1 2 24.084;
2 1 3 24.084;
2 1 4 24.084;
2 1 5 24.084;
2 1 6 24.084;
2 1 7 24.084;
2 1 8 24.084;
2 1 9 24.084;
2 1 10 24.084;
2 1 11 24.084;
2 1 12 24.084;
2 2 1 14.351;
2 2 2 14.351;
2 2 3 14.351;
2 2 4 14.351;
2 2 5 14.351;
2 2 6 14.351;
2 2 7 14.351;
2 2 8 14.351;
2 2 9 14.351;
2 2 10 14.351;
2 2 11 14.351;
2 2 12 14.351;
3 1 1 21.492;
3 1 2 21.492;
3 1 3 21.492;
3 1 4 21.492;
3 1 5 21.492;
3 1 6 21.492;
3 1 7 21.492;
3 1 8 21.492;
3 1 9 21.492;
3 1 10 21.492;
3 1 11 21.492;
3 1 12 21.492;
3 2 1 20.424;
3 2 2 20.424;
3 2 3 20.424;
3 2 4 20.424;
3 2 5 20.424;
3 2 6 20.424;
3 2 7 20.424;
3 2 8 20.424;
3 2 9 20.424;
3 2 10 20.424;
