###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 4.   Nome do arquivo: c25ex04.dat          Semente: 7000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [63, 69, 73, 89, 133] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 17.82;
1 1 2 17.82;
1 1 3 17.82;
1 1 4 17.82;
1 1 5 17.82;
1 1 6 17.82;
1 1 7 17.82;
1 1 8 17.82;
1 1 9 17.82;
1 1 10 17.82;
1 1 11 17.82;
1 1 12 17.82;
1 2 1 18.952;
1 2 2 18.952;
1 2 3 18.952;
1 2 4 18.952;
1 2 5 18.952;
1 2 6 18.952;
1 2 7 18.952;
1 2 8 18.952;
1 2 9 18.952;
1 2 10 18.952;
1 2 11 18.952;
1 2 12 18.952;
2 1 1 24.3;
2 1 2 24.3;
2 1 3 24.3;
2 1 4 24.3;
2 1 5 24.3;
2 1 6 24.3;
2 1 7 24.3;
2 1 8 24.3;
2 1 9 24.3;
2 1 10 24.3;
2 1 11 24.3;
2 1 12 24.3;
2 2 1 17.572;
2 2 2 17.572;
2 2 3 17.572;
2 2 4 17.572;
2 2 5 17.572;
2 2 6 17.572;
2 2 7 17.572;
2 2 8 17.572;
2 2 9 17.572;
2 2 10 17.572;
2 2 11 17.572;
2 2 12 17.572;
3 1 1 25.272;
3 1 2 25.272;
3 1 3 25.272;
3 1 4 25.272;
3 1 5 25.272;
3 1 6 25.272;
3 1 7 25.272;
3 1 8 25.272;
3 1 9 25.272;
3 1 10 25.272;
3 1 11 25.272;
3 1 12 25.272;
3 2 1 21.804;
3 2 2 21.804;
3 2 3 21.804;
3 2 4 21.804;
3 2 5 21.804;
3 2 6 21.804;
3 2 7 21.804;
3 2 8 21.804;
3 2 9 21.804;
3 2 10 21.804;
3 2 11 21.804;
