###################################################
# Classe 9 : K = 2, M = 2, T = 12, N = 20
# Exemplo: 9.   c9ex09.dat          Semente: 2919
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [53, 54, 65, 66, 69, 70, 72, 92, 103, 106, 107, 111, 113, 122, 123, 129, 132, 133, 136, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [23.76 20.24; 23.76 20.24]

global c_km = [37.8 21.16; 24.84 33.12]

global p_km = [4.082 2.285; 2.683 3.577]

global c_x = [
1 1 1 20.952;
1 1 2 20.952;
1 1 3 20.952;
1 1 4 20.952;
1 1 5 20.952;
1 1 6 20.952;
1 1 7 20.952;
1 1 8 20.952;
1 1 9 20.952;
1 1 10 20.952;
1 1 11 20.952;
1 1 12 20.952;
1 2 1 20.148;
1 2 2 20.148;
1 2 3 20.148;
1 2 4 20.148;
1 2 5 20.148;
1 2 6 20.148;
1 2 7 20.148;
1 2 8 20.148;
1 2 9 20.148;
1 2 10 20.148;
1 2 11 20.148;
1 2 12 20.148;
2 1 1 18.144;
2 1 2 18.144;
2 1 3 18.144;
2 1 4 18.144;
2 1 5 18.144;
2 1 6 18.144;
2 1 7 18.144;
2 1 8 18.144;
2 1 9 18.144;
2 1 10 18.144;
2 1 11 18.144;
2 1 12 18.144;
2 2 1 15.547;
2 2 2 15.547;
2 2 3 15.547;
2 2 4 15.547;
2 2 5 15.547;
2 2 6 15.547;
2 2 7 15.547;
2 2 8 15.547;
2 2 9 15.547;
2 2 10 15.547;
2 2 11 15.547;
2 2 12 15.547;
]

global c_z = [
1 1 1 1.048;
1 1 2 1.048;
1 1 3 1.048;
1 1 4 1.048;
1 1 5 1.048;
1 1 6 1.048;
1 1 7 1.048;
1 1 8 1.048;
1 1 9 1.048;
1 1 10 1.048;
1 1 11 1.048;
1 1 12 1.048;
1 2 1 0.745;
1 2 2 0.745;
1 2 3 0.745;
1 2 4 0.745;
1 2 5 0.745;
1 2 6 0.745;
1 2 7 0.745;
1 2 8 0.745;
1 2 9 0.745;
1 2 10 0.745;
1 2 11 0.745;
1 2 12 0.745;
2 1 1 0.907;
2 1 2 0.907;
2 1 3 0.907;
2 1 4 0.907;
2 1 5 0.907;
2 1 6 0.907;
2 1 7 0.907;
2 1 8 0.907;
2 1 9 0.907;
2 1 10 0.907;
2 1 11 0.907;
2 1 12 0.907;
2 2 1 0.591;
2 2 2 0.591;
2 2 3 0.591;
2 2 4 0.591;
2 2 5 0.591;
2 2 6 0.591;
2 2 7 0.591;
2 2 8 0.591;
2 2 9 0.591;
2 2 10 0.591;
2 2 11 0.591;
2 2 12 0.591;
]

global c_y = [
1 1 1 2.933;
1 1 2 2.933;
1 1 3 2.933;
1 1 4 2.933;
1 1 5 2.933;
1 1 6 2.933;
1 1 7 2.933;
1 1 8 2.933;
1 1 9 2.933;
1 1 10 2.933;
1 1 11 2.933;
1 1 12 2.933;
1 2 1 2.216;
1 2 2 2.216;
1 2 3 2.216;
1 2 4 2.216;
1 2 5 2.216;
1 2 6 2.216;
1 2 7 2.216;
1 2 8 2.216;
1 2 9 2.216;
1 2 10 2.216;
1 2 11 2.216;
1 2 12 2.216;
2 1 1 1.814;
2 1 2 1.814;
2 1 3 1.814;
2 1 4 1.814;
2 1 5 1.814;
2 1 6 1.814;
2 1 7 1.814;
2 1 8 1.814;
2 1 9 1.814;
2 1 10 1.814;
2 1 11 1.814;
2 1 12 1.814;
2 2 1 1.555;
2 2 2 1.555;
2 2 3 1.555;
2 2 4 1.555;
2 2 5 1.555;
2 2 6 1.555;
2 2 7 1.555;
2 2 8 1.555;
2 2 9 1.555;
2 2 10 1.555;
2 2 11 1.555;
2 2 12 1.555;
]

global c_sc = [
1 1 1 0.1;
1 1 2 0.1;
1 1 3 0.1;
1 1 4 0.1;
1 1 5 0.1;
1 1 6 0.1;
1 1 7 0.1;
1 1 8 0.1;
1 1 9 0.1;
1 1 10 0.1;
1 1 11 0.1;
1 1 12 0.1;
1 2 1 0.075;
1 2 2 0.075;
1 2 3 0.075;
1 2 4 0.075;
1 2 5 0.075;
1 2 6 0.075;
1 2 7 0.075;
1 2 8 0.075;
1 2 9 0.075;
1 2 10 0.075;
1 2 11 0.075;
1 2 12 0.075;
2 1 1 0.065;
2 1 2 0.065;
2 1 3 0.065;
2 1 4 0.065;
2 1 5 0.065;
2 1 6 0.065;
2 1 7 0.065;
2 1 8 0.065;
2 1 9 0.065;
2 1 10 0.065;
2 1 11 0.065;
2 1 12 0.065;
2 2 1 0.058;
2 2 2 0.058;
2 2 3 0.058;
2 2 4 0.058;
2 2 5 0.058;
2 2 6 0.058;
2 2 7 0.058;
2 2 8 0.058;
2 2 9 0.058;
2 2 10 0.058;
2 2 11 0.058;
2 2 12 0.058;
]

global c_w = [
1 1 1 0.419;
1 1 2 0.419;
1 1 3 0.419;
1 1 4 0.419;
1 1 5 0.419;
1 1 6 0.419;
1 1 7 0.419;
1 1 8 0.419;
1 1 9 0.419;
1 1 10 0.419;
1 1 11 0.419;
1 1 12 0.419;
1 2 1 0.584;
1 2 2 0.584;
1 2 3 0.584;
1 2 4 0.584;
1 2 5 0.584;
1 2 6 0.584;
1 2 7 0.584;
1 2 8 0.584;
1 2 9 0.584;
1 2 10 0.584;
1 2 11 0.584;
1 2 12 0.584;
2 1 1 0.236;
2 1 2 0.236;
2 1 3 0.236;
2 1 4 0.236;
2 1 5 0.236;
2 1 6 0.236;
