###################################################
# Classe 23 : K = 6, M = 2, T = 10, N = 10
# Exemplo: 7.   Nome do arquivo: c23ex07.dat          Semente: 4837

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [64, 83, 83, 86, 89, 91, 99, 110, 114, 138] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.196;
1 1 2 20.196;
1 1 3 20.196;
1 1 4 20.196;
1 1 5 20.196;
1 1 6 20.196;
1 1 7 20.196;
1 1 8 20.196;
1 1 9 20.196;
1 1 10 20.196;
1 2 1 17.572;
1 2 2 17.572;
1 2 3 17.572;
1 2 4 17.572;
1 2 5 17.572;
1 2 6 17.572;
1 2 7 17.572;
1 2 8 17.572;
1 2 9 17.572;
1 2 10 17.572;
2 1 1 25.164;
2 1 2 25.164;
2 1 3 25.164;
2 1 4 25.164;
2 1 5 25.164;
2 1 6 25.164;
2 1 7 25.164;
2 1 8 25.164;
2 1 9 25.164;
2 1 10 25.164;
2 2 1 20.976;
2 2 2 20.976;
2 2 3 20.976;
2 2 4 20.976;
2 2 5 20.976;
2 2 6 20.976;
2 2 7 20.976;
2 2 8 20.976;
2 2 9 20.976;
2 2 10 20.976;
3 1 1 25.812;
3 1 2 25.812;
3 1 3 25.812;
3 1 4 25.812;
3 1 5 25.812;
3 1 6 25.812;
3 1 7 25.812;
3 1 8 25.812;
3 1 9 25.812;
3 1 10 25.812;
3 2 1 16.283;
3 2 2 16.283;
3 2 3 16.283;
3 2 4 16.283;
3 2 5 16.283;
3 2 6 16.283;
3 2 7 16.283;
3 2 8 16.283;
3 2 9 16.283;
3 2 10 16.283;
4 1 1 23.868;
4 1 2 23.868;
4 1 3 23.868;
4 1 4 23.868;
4 1 5 23.868;
4 1 6 23.868;
4 1 7 23.868;
4 1 8 23.868;
4 1 9 23.868;
4 1 10 23.868;
