###################################################
# Classe 23 : K = 6, M = 2, T = 10, N = 10
# Exemplo: 2.   Nome do arquivo: c23ex02.dat          Semente: 7763

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [57, 65, 71, 76, 87, 90, 98, 98, 109, 139] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.92;
1 1 2 25.92;
1 1 3 25.92;
1 1 4 25.92;
1 1 5 25.92;
1 1 6 25.92;
1 1 7 25.92;
1 1 8 25.92;
1 1 9 25.92;
1 1 10 25.92;
1 2 1 20.608;
1 2 2 20.608;
1 2 3 20.608;
1 2 4 20.608;
1 2 5 20.608;
1 2 6 20.608;
1 2 7 20.608;
1 2 8 20.608;
1 2 9 20.608;
1 2 10 20.608;
2 1 1 18.252;
2 1 2 18.252;
2 1 3 18.252;
2 1 4 18.252;
2 1 5 18.252;
2 1 6 18.252;
2 1 7 18.252;
2 1 8 18.252;
2 1 9 18.252;
2 1 10 18.252;
2 2 1 17.02;
2 2 2 17.02;
2 2 3 17.02;
2 2 4 17.02;
2 2 5 17.02;
2 2 6 17.02;
2 2 7 17.02;
2 2 8 17.02;
2 2 9 17.02;
2 2 10 17.02;
3 1 1 21.816;
3 1 2 21.816;
3 1 3 21.816;
3 1 4 21.816;
3 1 5 21.816;
3 1 6 21.816;
3 1 7 21.816;
3 1 8 21.816;
3 1 9 21.816;
3 1 10 21.816;
3 2 1 21.343;
3 2 2 21.343;
3 2 3 21.343;
3 2 4 21.343;
3 2 5 21.343;
3 2 6 21.343;
3 2 7 21.343;
3 2 8 21.343;
3 2 9 21.343;
3 2 10 21.343;
4 1 1 21.168;
4 1 2 21.168;
4 1 3 21.168;
4 1 4 21.168;
4 1 5 21.168;
4 1 6 21.168;
4 1 7 21.168;
4 1 8 21.168;
4 1 9 21.168;
4 1 10 21.168;
