###################################################
# Classe 11 : K = 4, M = 2, T = 8, N = 10
# Exemplo: 5.   Nome do arquivo: c11ex05.dat          Semente: 8000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [52, 53, 55, 57, 76, 112, 112, 116, 126, 134] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.412;
1 1 2 20.412;
1 1 3 20.412;
1 1 4 20.412;
1 1 5 20.412;
1 1 6 20.412;
1 1 7 20.412;
1 1 8 20.412;
1 2 1 22.816;
1 2 2 22.816;
1 2 3 22.816;
1 2 4 22.816;
1 2 5 22.816;
1 2 6 22.816;
1 2 7 22.816;
1 2 8 22.816;
2 1 1 19.764;
2 1 2 19.764;
2 1 3 19.764;
2 1 4 19.764;
2 1 5 19.764;
2 1 6 19.764;
2 1 7 19.764;
2 1 8 19.764;
2 2 1 21.068;
2 2 2 21.068;
2 2 3 21.068;
2 2 4 21.068;
2 2 5 21.068;
2 2 6 21.068;
2 2 7 21.068;
2 2 8 21.068;
3 1 1 18.144;
3 1 2 18.144;
3 1 3 18.144;
3 1 4 18.144;
3 1 5 18.144;
3 1 6 18.144;
3 1 7 18.144;
3 1 8 18.144;
3 2 1 19.32;
3 2 2 19.32;
3 2 3 19.32;
3 2 4 19.32;
3 2 5 19.32;
3 2 6 19.32;
3 2 7 19.32;
3 2 8 19.32;
4 1 1 21.816;
4 1 2 21.816;
4 1 3 21.816;
4 1 4 21.816;
4 1 5 21.816;
4 1 6 21.816;
4 1 7 21.816;
4 1 8 21.816;
4 2 1 21.896;
4 2 2 21.896;
4 2 3 21.896;
4 2 4 21.896;
4 2 5 21.896;
4 2 6 21.896;
4 2 7 21.896;
4 2 8 21.896;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.012;
1 1 2 0.012;
1 1 3 0.012;
1 1 4 0.012;
1 1 5 0.012;
1 1 6 0.012;
