###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 5.   Nome do arquivo: c13ex05.dat          Semente: 9879

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [53, 72, 78, 85, 86] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.439;
1 1 2 19.439;
1 1 3 19.439;
1 1 4 19.439;
1 1 5 19.439;
1 1 6 19.439;
1 1 7 19.439;
1 1 8 19.439;
1 1 9 19.439;
1 1 10 19.439;
1 2 1 20.7;
1 2 2 20.7;
1 2 3 20.7;
1 2 4 20.7;
1 2 5 20.7;
1 2 6 20.7;
1 2 7 20.7;
1 2 8 20.7;
1 2 9 20.7;
1 2 10 20.7;
2 1 1 25.055;
2 1 2 25.055;
2 1 3 25.055;
2 1 4 25.055;
2 1 5 25.055;
2 1 6 25.055;
2 1 7 25.055;
2 1 8 25.055;
2 1 9 25.055;
2 1 10 25.055;
2 2 1 16.008;
2 2 2 16.008;
2 2 3 16.008;
2 2 4 16.008;
2 2 5 16.008;
2 2 6 16.008;
2 2 7 16.008;
2 2 8 16.008;
2 2 9 16.008;
2 2 10 16.008;
3 1 1 16.2;
3 1 2 16.2;
3 1 3 16.2;
3 1 4 16.2;
3 1 5 16.2;
3 1 6 16.2;
3 1 7 16.2;
3 1 8 16.2;
3 1 9 16.2;
3 1 10 16.2;
3 2 1 16.283;
3 2 2 16.283;
3 2 3 16.283;
3 2 4 16.283;
3 2 5 16.283;
3 2 6 16.283;
3 2 7 16.283;
3 2 8 16.283;
3 2 9 16.283;
3 2 10 16.283;
4 1 1 23.003;
4 1 2 23.003;
4 1 3 23.003;
4 1 4 23.003;
4 1 5 23.003;
4 1 6 23.003;
4 1 7 23.003;
4 1 8 23.003;
4 1 9 23.003;
4 1 10 23.003;
4 2 1 18.216;
4 2 2 18.216;
4 2 3 18.216;
4 2 4 18.216;
