###################################################
# Classe 17 : K = 4, M = 2, T = 12, N = 10
# Exemplo: 3.   Nome do arquivo: c17ex03.dat          Semente: 2109

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 54, 63, 68, 83, 112, 121, 132, 136, 141] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.98;
1 1 2 19.98;
1 1 3 19.98;
1 1 4 19.98;
1 1 5 19.98;
1 1 6 19.98;
1 1 7 19.98;
1 1 8 19.98;
1 1 9 19.98;
1 1 10 19.98;
1 1 11 19.98;
1 1 12 19.98;
1 2 1 14.168;
1 2 2 14.168;
1 2 3 14.168;
1 2 4 14.168;
1 2 5 14.168;
1 2 6 14.168;
1 2 7 14.168;
1 2 8 14.168;
1 2 9 14.168;
1 2 10 14.168;
1 2 11 14.168;
1 2 12 14.168;
2 1 1 19.439;
2 1 2 19.439;
2 1 3 19.439;
2 1 4 19.439;
2 1 5 19.439;
2 1 6 19.439;
2 1 7 19.439;
2 1 8 19.439;
2 1 9 19.439;
2 1 10 19.439;
2 1 11 19.439;
2 1 12 19.439;
2 2 1 17.756;
2 2 2 17.756;
2 2 3 17.756;
2 2 4 17.756;
2 2 5 17.756;
2 2 6 17.756;
2 2 7 17.756;
2 2 8 17.756;
2 2 9 17.756;
2 2 10 17.756;
2 2 11 17.756;
2 2 12 17.756;
3 1 1 26.676;
3 1 2 26.676;
3 1 3 26.676;
3 1 4 26.676;
3 1 5 26.676;
3 1 6 26.676;
3 1 7 26.676;
3 1 8 26.676;
3 1 9 26.676;
3 1 10 26.676;
3 1 11 26.676;
3 1 12 26.676;
3 2 1 17.48;
3 2 2 17.48;
3 2 3 17.48;
3 2 4 17.48;
3 2 5 17.48;
3 2 6 17.48;
3 2 7 17.48;
3 2 8 17.48;
3 2 9 17.48;
3 2 10 17.48;
3 2 11 17.48;
3 2 12 17.48;
4 1 1 17.064;
