###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 7.   Nome do arquivo: c25ex07.dat          Semente: 3677

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 65, 73, 77, 127] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 21.06;
1 1 2 21.06;
1 1 3 21.06;
1 1 4 21.06;
1 1 5 21.06;
1 1 6 21.06;
1 1 7 21.06;
1 1 8 21.06;
1 1 9 21.06;
1 1 10 21.06;
1 1 11 21.06;
1 1 12 21.06;
1 2 1 21.804;
1 2 2 21.804;
1 2 3 21.804;
1 2 4 21.804;
1 2 5 21.804;
1 2 6 21.804;
1 2 7 21.804;
1 2 8 21.804;
1 2 9 21.804;
1 2 10 21.804;
1 2 11 21.804;
1 2 12 21.804;
2 1 1 21.708;
2 1 2 21.708;
2 1 3 21.708;
2 1 4 21.708;
2 1 5 21.708;
2 1 6 21.708;
2 1 7 21.708;
2 1 8 21.708;
2 1 9 21.708;
2 1 10 21.708;
2 1 11 21.708;
2 1 12 21.708;
2 2 1 15.18;
2 2 2 15.18;
2 2 3 15.18;
2 2 4 15.18;
2 2 5 15.18;
2 2 6 15.18;
2 2 7 15.18;
2 2 8 15.18;
2 2 9 15.18;
2 2 10 15.18;
2 2 11 15.18;
2 2 12 15.18;
3 1 1 22.032;
3 1 2 22.032;
3 1 3 22.032;
3 1 4 22.032;
3 1 5 22.032;
3 1 6 22.032;
3 1 7 22.032;
3 1 8 22.032;
3 1 9 22.032;
3 1 10 22.032;
3 1 11 22.032;
3 1 12 22.032;
3 2 1 22.264;
3 2 2 22.264;
3 2 3 22.264;
3 2 4 22.264;
3 2 5 22.264;
3 2 6 22.264;
3 2 7 22.264;
3 2 8 22.264;
3 2 9 22.264;
3 2 10 22.264;
3 2 11 22.264;
