###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 5.   Nome do arquivo: c27ex05.dat          Semente: 9879

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 53, 54, 72, 74, 77, 78, 80, 85, 86, 97, 98, 108, 113, 118, 123, 125, 125, 132, 143] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.2;
1 1 2 16.2;
1 1 3 16.2;
1 1 4 16.2;
1 1 5 16.2;
1 1 6 16.2;
1 1 7 16.2;
1 1 8 16.2;
1 1 9 16.2;
1 1 10 16.2;
1 1 11 16.2;
1 1 12 16.2;
1 2 1 20.516;
1 2 2 20.516;
1 2 3 20.516;
1 2 4 20.516;
1 2 5 20.516;
1 2 6 20.516;
1 2 7 20.516;
1 2 8 20.516;
1 2 9 20.516;
1 2 10 20.516;
1 2 11 20.516;
1 2 12 20.516;
2 1 1 17.172;
2 1 2 17.172;
2 1 3 17.172;
2 1 4 17.172;
2 1 5 17.172;
2 1 6 17.172;
2 1 7 17.172;
2 1 8 17.172;
2 1 9 17.172;
2 1 10 17.172;
2 1 11 17.172;
2 1 12 17.172;
2 2 1 20.884;
2 2 2 20.884;
2 2 3 20.884;
2 2 4 20.884;
2 2 5 20.884;
2 2 6 20.884;
2 2 7 20.884;
2 2 8 20.884;
2 2 9 20.884;
2 2 10 20.884;
2 2 11 20.884;
2 2 12 20.884;
3 1 1 19.224;
3 1 2 19.224;
3 1 3 19.224;
3 1 4 19.224;
3 1 5 19.224;
3 1 6 19.224;
3 1 7 19.224;
3 1 8 19.224;
3 1 9 19.224;
3 1 10 19.224;
3 1 11 19.224;
3 1 12 19.224;
3 2 1 18.032;
3 2 2 18.032;
3 2 3 18.032;
3 2 4 18.032;
3 2 5 18.032;
3 2 6 18.032;
3 2 7 18.032;
