###################################################
# Classe 7 : K = 2, M = 2, T = 12, N = 5
# Exemplo: 2.   c7ex02.dat          Semente: 3548
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 5

global L = [540, 460]

global l = [50, 67, 98, 142, 147]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [54.0 46.0; 54.0 46.0]

global c_km = [21.6 18.4; 30.24 40.48]

global p_km = [2.182 1.858; 3.054 4.088]

global c_x = [
1 1 1 21.492;
1 1 2 21.492;
1 1 3 21.492;
1 1 4 21.492;
1 1 5 21.492;
1 1 6 21.492;
1 1 7 21.492;
1 1 8 21.492;
1 1 9 21.492;
1 1 10 21.492;
1 1 11 21.492;
1 1 12 21.492;
1 2 1 16.56;
1 2 2 16.56;
1 2 3 16.56;
1 2 4 16.56;
1 2 5 16.56;
1 2 6 16.56;
1 2 7 16.56;
1 2 8 16.56;
1 2 9 16.56;
1 2 10 16.56;
1 2 11 16.56;
1 2 12 16.56;
2 1 1 27.0;
2 1 2 27.0;
2 1 3 27.0;
2 1 4 27.0;
2 1 5 27.0;
2 1 6 27.0;
2 1 7 27.0;
2 1 8 27.0;
2 1 9 27.0;
2 1 10 27.0;
2 1 11 27.0;
2 1 12 27.0;
2 2 1 15.272;
2 2 2 15.272;
2 2 3 15.272;
2 2 4 15.272;
2 2 5 15.272;
2 2 6 15.272;
2 2 7 15.272;
2 2 8 15.272;
2 2 9 15.272;
2 2 10 15.272;
2 2 11 15.272;
2 2 12 15.272;
]

global c_z = [
1 1 1 0.817;
1 1 2 0.817;
1 1 3 0.817;
1 1 4 0.817;
1 1 5 0.817;
1 1 6 0.817;
1 1 7 0.817;
1 1 8 0.817;
1 1 9 0.817;
1 1 10 0.817;
1 1 11 0.817;
1 1 12 0.817;
1 2 1 0.778;
1 2 2 0.778;
1 2 3 0.778;
1 2 4 0.778;
1 2 5 0.778;
1 2 6 0.778;
1 2 7 0.778;
1 2 8 0.778;
1 2 9 0.778;
1 2 10 0.778;
1 2 11 0.778;
1 2 12 0.778;
2 1 1 0.999;
2 1 2 0.999;
2 1 3 0.999;
2 1 4 0.999;
2 1 5 0.999;
2 1 6 0.999;
2 1 7 0.999;
2 1 8 0.999;
2 1 9 0.999;
2 1 10 0.999;
2 1 11 0.999;
2 1 12 0.999;
2 2 1 0.489;
2 2 2 0.489;
2 2 3 0.489;
2 2 4 0.489;
2 2 5 0.489;
2 2 6 0.489;
2 2 7 0.489;
2 2 8 0.489;
2 2 9 0.489;
2 2 10 0.489;
2 2 11 0.489;
2 2 12 0.489;
]

global c_y = [
1 1 1 2.794;
1 1 2 2.794;
1 1 3 2.794;
1 1 4 2.794;
1 1 5 2.794;
1 1 6 2.794;
1 1 7 2.794;
1 1 8 2.794;
1 1 9 2.794;
1 1 10 2.794;
1 1 11 2.794;
1 1 12 2.794;
1 2 1 1.822;
1 2 2 1.822;
1 2 3 1.822;
1 2 4 1.822;
1 2 5 1.822;
1 2 6 1.822;
1 2 7 1.822;
1 2 8 1.822;
1 2 9 1.822;
1 2 10 1.822;
1 2 11 1.822;
1 2 12 1.822;
2 1 1 2.97;
2 1 2 2.97;
2 1 3 2.97;
2 1 4 2.97;
2 1 5 2.97;
2 1 6 2.97;
2 1 7 2.97;
2 1 8 2.97;
2 1 9 2.97;
2 1 10 2.97;
2 1 11 2.97;
2 1 12 2.97;
2 2 1 1.985;
2 2 2 1.985;
2 2 3 1.985;
2 2 4 1.985;
2 2 5 1.985;
2 2 6 1.985;
2 2 7 1.985;
2 2 8 1.985;
2 2 9 1.985;
2 2 10 1.985;
2 2 11 1.985;
2 2 12 1.985;
]

global c_sc = [
1 1 1 0.098;
1 1 2 0.098;
1 1 3 0.098;
1 1 4 0.098;
1 1 5 0.098;
1 1 6 0.098;
1 1 7 0.098;
1 1 8 0.098;
1 1 9 0.098;
1 1 10 0.098;
1 1 11 0.098;
1 1 12 0.098;
1 2 1 0.089;
1 2 2 0.089;
1 2 3 0.089;
1 2 4 0.089;
1 2 5 0.089;
1 2 6 0.089;
1 2 7 0.089;
1 2 8 0.089;
1 2 9 0.089;
1 2 10 0.089;
1 2 11 0.089;
1 2 12 0.089;
2 1 1 0.107;
2 1 2 0.107;
2 1 3 0.107;
2 1 4 0.107;
2 1 5 0.107;
2 1 6 0.107;
2 1 7 0.107;
2 1 8 0.107;
2 1 9 0.107;
2 1 10 0.107;
2 1 11 0.107;
2 1 12 0.107;
2 2 1 0.081;
2 2 2 0.081;
2 2 3 0.081;
2 2 4 0.081;
2 2 5 0.081;
