###################################################
# Classe 19 : K = 6, M = 2, T = 8, N = 5
# Exemplo: 2.   Nome do arquivo: c19ex02.dat          Semente: 7384

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [90, 93, 103, 105, 107] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 26.46;
1 1 2 26.46;
1 1 3 26.46;
1 1 4 26.46;
1 1 5 26.46;
1 1 6 26.46;
1 1 7 26.46;
1 1 8 26.46;
1 2 1 21.436;
1 2 2 21.436;
1 2 3 21.436;
1 2 4 21.436;
1 2 5 21.436;
1 2 6 21.436;
1 2 7 21.436;
1 2 8 21.436;
2 1 1 25.488;
2 1 2 25.488;
2 1 3 25.488;
2 1 4 25.488;
2 1 5 25.488;
2 1 6 25.488;
2 1 7 25.488;
2 1 8 25.488;
2 2 1 21.528;
2 2 2 21.528;
2 2 3 21.528;
2 2 4 21.528;
2 2 5 21.528;
2 2 6 21.528;
2 2 7 21.528;
2 2 8 21.528;
3 1 1 16.2;
3 1 2 16.2;
3 1 3 16.2;
3 1 4 16.2;
3 1 5 16.2;
3 1 6 16.2;
3 1 7 16.2;
3 1 8 16.2;
3 2 1 15.64;
3 2 2 15.64;
3 2 3 15.64;
3 2 4 15.64;
3 2 5 15.64;
3 2 6 15.64;
3 2 7 15.64;
3 2 8 15.64;
4 1 1 24.624;
4 1 2 24.624;
4 1 3 24.624;
4 1 4 24.624;
4 1 5 24.624;
4 1 6 24.624;
4 1 7 24.624;
4 1 8 24.624;
4 2 1 14.904;
4 2 2 14.904;
4 2 3 14.904;
4 2 4 14.904;
4 2 5 14.904;
4 2 6 14.904;
4 2 7 14.904;
4 2 8 14.904;
5 1 1 23.759;
5 1 2 23.759;
5 1 3 23.759;
5 1 4 23.759;
5 1 5 23.759;
5 1 6 23.759;
5 1 7 23.759;
