###################################################
# Classe 17 : K = 4, M = 2, T = 12, N = 10
# Exemplo: 4.   Nome do arquivo: c17ex04.dat          Semente: 2323

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [56, 71, 81, 86, 99, 108, 111, 112, 122, 130] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.844;
1 1 2 20.844;
1 1 3 20.844;
1 1 4 20.844;
1 1 5 20.844;
1 1 6 20.844;
1 1 7 20.844;
1 1 8 20.844;
1 1 9 20.844;
1 1 10 20.844;
1 1 11 20.844;
1 1 12 20.844;
1 2 1 15.456;
1 2 2 15.456;
1 2 3 15.456;
1 2 4 15.456;
1 2 5 15.456;
1 2 6 15.456;
1 2 7 15.456;
1 2 8 15.456;
1 2 9 15.456;
1 2 10 15.456;
1 2 11 15.456;
1 2 12 15.456;
2 1 1 19.332;
2 1 2 19.332;
2 1 3 19.332;
2 1 4 19.332;
2 1 5 19.332;
2 1 6 19.332;
2 1 7 19.332;
2 1 8 19.332;
2 1 9 19.332;
2 1 10 19.332;
2 1 11 19.332;
2 1 12 19.332;
2 2 1 19.596;
2 2 2 19.596;
2 2 3 19.596;
2 2 4 19.596;
2 2 5 19.596;
2 2 6 19.596;
2 2 7 19.596;
2 2 8 19.596;
2 2 9 19.596;
2 2 10 19.596;
2 2 11 19.596;
2 2 12 19.596;
3 1 1 21.492;
3 1 2 21.492;
3 1 3 21.492;
3 1 4 21.492;
3 1 5 21.492;
3 1 6 21.492;
3 1 7 21.492;
3 1 8 21.492;
3 1 9 21.492;
3 1 10 21.492;
3 1 11 21.492;
3 1 12 21.492;
3 2 1 19.872;
3 2 2 19.872;
3 2 3 19.872;
3 2 4 19.872;
3 2 5 19.872;
3 2 6 19.872;
3 2 7 19.872;
3 2 8 19.872;
3 2 9 19.872;
3 2 10 19.872;
3 2 11 19.872;
3 2 12 19.872;
4 1 1 17.172;
