###################################################
# Classe 5 : K = 2, M = 2, T = 10, N = 10
# Exemplo: 7.   c5ex07.dat          Semente: 7763
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [57, 65, 71, 76, 87, 89, 98, 98, 108, 138]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [48.6 41.4; 48.6 41.4]

global c_km = [50.76 33.12; 27.0 31.28]

global p_km = [6.497 4.239; 3.456 4.004]

global c_x = [
1 1 1 21.276;
1 1 2 21.276;
1 1 3 21.276;
1 1 4 21.276;
1 1 5 21.276;
1 1 6 21.276;
1 1 7 21.276;
1 1 8 21.276;
1 1 9 21.276;
1 1 10 21.276;
1 2 1 17.02;
1 2 2 17.02;
1 2 3 17.02;
1 2 4 17.02;
1 2 5 17.02;
1 2 6 17.02;
1 2 7 17.02;
1 2 8 17.02;
1 2 9 17.02;
1 2 10 17.02;
2 1 1 24.192;
2 1 2 24.192;
2 1 3 24.192;
2 1 4 24.192;
2 1 5 24.192;
2 1 6 24.192;
2 1 7 24.192;
2 1 8 24.192;
2 1 9 24.192;
2 1 10 24.192;
2 2 1 21.343;
2 2 2 21.343;
2 2 3 21.343;
2 2 4 21.343;
2 2 5 21.343;
2 2 6 21.343;
2 2 7 21.343;
2 2 8 21.343;
2 2 9 21.343;
2 2 10 21.343;
]

global c_z = [
1 1 1 0.745;
1 1 2 0.745;
1 1 3 0.745;
1 1 4 0.745;
1 1 5 0.745;
1 1 6 0.745;
1 1 7 0.745;
1 1 8 0.745;
1 1 9 0.745;
1 1 10 0.745;
1 2 1 0.698;
1 2 2 0.698;
1 2 3 0.698;
1 2 4 0.698;
1 2 5 0.698;
1 2 6 0.698;
1 2 7 0.698;
1 2 8 0.698;
1 2 9 0.698;
1 2 10 0.698;
2 1 1 0.798;
2 1 2 0.798;
2 1 3 0.798;
2 1 4 0.798;
2 1 5 0.798;
2 1 6 0.798;
2 1 7 0.798;
2 1 8 0.798;
2 1 9 0.798;
2 1 10 0.798;
2 2 1 1.067;
2 2 2 1.067;
2 2 3 1.067;
2 2 4 1.067;
2 2 5 1.067;
2 2 6 1.067;
2 2 7 1.067;
2 2 8 1.067;
2 2 9 1.067;
2 2 10 1.067;
]

global c_y = [
1 1 1 3.191;
1 1 2 3.191;
1 1 3 3.191;
1 1 4 3.191;
1 1 5 3.191;
1 1 6 3.191;
1 1 7 3.191;
1 1 8 3.191;
1 1 9 3.191;
1 1 10 3.191;
1 2 1 2.383;
1 2 2 2.383;
1 2 3 2.383;
1 2 4 2.383;
1 2 5 2.383;
1 2 6 2.383;
1 2 7 2.383;
1 2 8 2.383;
1 2 9 2.383;
1 2 10 2.383;
2 1 1 2.661;
2 1 2 2.661;
2 1 3 2.661;
2 1 4 2.661;
2 1 5 2.661;
2 1 6 2.661;
2 1 7 2.661;
2 1 8 2.661;
2 1 9 2.661;
2 1 10 2.661;
2 2 1 2.348;
2 2 2 2.348;
2 2 3 2.348;
2 2 4 2.348;
2 2 5 2.348;
2 2 6 2.348;
2 2 7 2.348;
2 2 8 2.348;
2 2 9 2.348;
2 2 10 2.348;
]

global c_sc = [
1 1 1 0.102;
1 1 2 0.102;
1 1 3 0.102;
1 1 4 0.102;
1 1 5 0.102;
1 1 6 0.102;
1 1 7 0.102;
1 1 8 0.102;
1 1 9 0.102;
1 1 10 0.102;
1 2 1 0.088;
1 2 2 0.088;
1 2 3 0.088;
1 2 4 0.088;
1 2 5 0.088;
1 2 6 0.088;
1 2 7 0.088;
1 2 8 0.088;
1 2 9 0.088;
1 2 10 0.088;
2 1 1 0.101;
2 1 2 0.101;
2 1 3 0.101;
2 1 4 0.101;
2 1 5 0.101;
2 1 6 0.101;
2 1 7 0.101;
2 1 8 0.101;
2 1 9 0.101;
2 1 10 0.101;
2 2 1 0.106;
2 2 2 0.106;
2 2 3 0.106;
2 2 4 0.106;
2 2 5 0.106;
2 2 6 0.106;
2 2 7 0.106;
2 2 8 0.106;
2 2 9 0.106;
2 2 10 0.106;
]

global c_w = [
1 1 1 0.447;
1 1 2 0.447;
1 1 3 0.447;
1 1 4 0.447;
