###################################################
# Classe 8 : K = 2, M = 2, T = 12, N = 10
# Exemplo: 9.   c8ex09.dat          Semente: 9192
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [53, 64, 72, 87, 88, 91, 109, 110, 136, 140]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [39.96 34.04; 39.96 34.04]

global c_km = [37.8 36.8; 29.16 45.08]

global p_km = [4.687 4.563; 3.616 5.59]

global c_x = [
1 1 1 18.684;
1 1 2 18.684;
1 1 3 18.684;
1 1 4 18.684;
1 1 5 18.684;
1 1 6 18.684;
1 1 7 18.684;
1 1 8 18.684;
1 1 9 18.684;
1 1 10 18.684;
1 1 11 18.684;
1 1 12 18.684;
1 2 1 22.08;
1 2 2 22.08;
1 2 3 22.08;
1 2 4 22.08;
1 2 5 22.08;
1 2 6 22.08;
1 2 7 22.08;
1 2 8 22.08;
1 2 9 22.08;
1 2 10 22.08;
1 2 11 22.08;
1 2 12 22.08;
2 1 1 18.684;
2 1 2 18.684;
2 1 3 18.684;
2 1 4 18.684;
2 1 5 18.684;
2 1 6 18.684;
2 1 7 18.684;
2 1 8 18.684;
2 1 9 18.684;
2 1 10 18.684;
2 1 11 18.684;
2 1 12 18.684;
2 2 1 15.732;
2 2 2 15.732;
2 2 3 15.732;
2 2 4 15.732;
2 2 5 15.732;
2 2 6 15.732;
2 2 7 15.732;
2 2 8 15.732;
2 2 9 15.732;
2 2 10 15.732;
2 2 11 15.732;
2 2 12 15.732;
]

global c_z = [
1 1 1 0.878;
1 1 2 0.878;
1 1 3 0.878;
1 1 4 0.878;
1 1 5 0.878;
1 1 6 0.878;
1 1 7 0.878;
1 1 8 0.878;
1 1 9 0.878;
1 1 10 0.878;
1 1 11 0.878;
1 1 12 0.878;
1 2 1 0.861;
1 2 2 0.861;
1 2 3 0.861;
1 2 4 0.861;
1 2 5 0.861;
1 2 6 0.861;
1 2 7 0.861;
1 2 8 0.861;
1 2 9 0.861;
1 2 10 0.861;
1 2 11 0.861;
1 2 12 0.861;
2 1 1 0.841;
2 1 2 0.841;
2 1 3 0.841;
2 1 4 0.841;
2 1 5 0.841;
2 1 6 0.841;
2 1 7 0.841;
2 1 8 0.841;
2 1 9 0.841;
2 1 10 0.841;
2 1 11 0.841;
2 1 12 0.841;
2 2 1 0.472;
2 2 2 0.472;
2 2 3 0.472;
2 2 4 0.472;
2 2 5 0.472;
2 2 6 0.472;
2 2 7 0.472;
2 2 8 0.472;
