###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 9.   Nome do arquivo: c24ex09.dat          Semente: 8555

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [52, 63, 74, 74, 89, 89, 91, 93, 93, 108, 119, 119, 124, 128, 130, 131, 134, 135, 138, 139] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 18.576;
1 1 2 18.576;
1 1 3 18.576;
1 1 4 18.576;
1 1 5 18.576;
1 1 6 18.576;
1 1 7 18.576;
1 1 8 18.576;
1 1 9 18.576;
1 1 10 18.576;
1 2 1 22.08;
1 2 2 22.08;
1 2 3 22.08;
1 2 4 22.08;
1 2 5 22.08;
1 2 6 22.08;
1 2 7 22.08;
1 2 8 22.08;
1 2 9 22.08;
1 2 10 22.08;
2 1 1 24.084;
2 1 2 24.084;
2 1 3 24.084;
2 1 4 24.084;
2 1 5 24.084;
2 1 6 24.084;
2 1 7 24.084;
2 1 8 24.084;
2 1 9 24.084;
2 1 10 24.084;
2 2 1 14.536;
2 2 2 14.536;
2 2 3 14.536;
2 2 4 14.536;
2 2 5 14.536;
2 2 6 14.536;
2 2 7 14.536;
2 2 8 14.536;
2 2 9 14.536;
2 2 10 14.536;
3 1 1 23.976;
3 1 2 23.976;
3 1 3 23.976;
3 1 4 23.976;
3 1 5 23.976;
3 1 6 23.976;
3 1 7 23.976;
3 1 8 23.976;
3 1 9 23.976;
3 1 10 23.976;
3 2 1 22.355;
3 2 2 22.355;
3 2 3 22.355;
3 2 4 22.355;
3 2 5 22.355;
3 2 6 22.355;
3 2 7 22.355;
3 2 8 22.355;
3 2 9 22.355;
3 2 10 22.355;
4 1 1 22.355;
4 1 2 22.355;
4 1 3 22.355;
4 1 4 22.355;
4 1 5 22.355;
4 1 6 22.355;
4 1 7 22.355;
