###################################################
# Classe 8 : K = 2, M = 2, T = 12, N = 10
# Exemplo: 5.   c8ex05.dat          Semente: 5372
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [53, 71, 76, 95, 101, 101, 109, 116, 131, 144]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [18.36 15.64; 18.36 15.64]

global c_km = [21.6 23.0; 43.2 44.16]

global p_km = [2.678 2.852; 5.357 5.476]

global c_x = [
1 1 1 25.596;
1 1 2 25.596;
1 1 3 25.596;
1 1 4 25.596;
1 1 5 25.596;
1 1 6 25.596;
1 1 7 25.596;
1 1 8 25.596;
1 1 9 25.596;
1 1 10 25.596;
1 1 11 25.596;
1 1 12 25.596;
1 2 1 13.799;
1 2 2 13.799;
1 2 3 13.799;
1 2 4 13.799;
1 2 5 13.799;
1 2 6 13.799;
1 2 7 13.799;
1 2 8 13.799;
1 2 9 13.799;
1 2 10 13.799;
1 2 11 13.799;
1 2 12 13.799;
2 1 1 24.3;
2 1 2 24.3;
2 1 3 24.3;
2 1 4 24.3;
2 1 5 24.3;
2 1 6 24.3;
2 1 7 24.3;
2 1 8 24.3;
2 1 9 24.3;
2 1 10 24.3;
2 1 11 24.3;
2 1 12 24.3;
2 2 1 18.4;
2 2 2 18.4;
2 2 3 18.4;
2 2 4 18.4;
2 2 5 18.4;
2 2 6 18.4;
2 2 7 18.4;
2 2 8 18.4;
2 2 9 18.4;
2 2 10 18.4;
2 2 11 18.4;
2 2 12 18.4;
]

global c_z = [
1 1 1 1.254;
1 1 2 1.254;
1 1 3 1.254;
1 1 4 1.254;
1 1 5 1.254;
1 1 6 1.254;
1 1 7 1.254;
1 1 8 1.254;
1 1 9 1.254;
1 1 10 1.254;
1 1 11 1.254;
1 1 12 1.254;
1 2 1 0.483;
1 2 2 0.483;
1 2 3 0.483;
1 2 4 0.483;
1 2 5 0.483;
1 2 6 0.483;
1 2 7 0.483;
1 2 8 0.483;
1 2 9 0.483;
1 2 10 0.483;
1 2 11 0.483;
1 2 12 0.483;
2 1 1 0.923;
2 1 2 0.923;
2 1 3 0.923;
2 1 4 0.923;
2 1 5 0.923;
2 1 6 0.923;
2 1 7 0.923;
2 1 8 0.923;
2 1 9 0.923;
2 1 10 0.923;
2 1 11 0.923;
2 1 12 0.923;
2 2 1 0.828;
2 2 2 0.828;
2 2 3 0.828;
2 2 4 0.828;
2 2 5 0.828;
2 2 6 0.828;
2 2 7 0.828;
2 2 8 0.828;
2 2 9 0.828;
2 2 10 0.828;
2 2 11 0.828;
2 2 12 0.828;
]

global c_y = [
1 1 1 2.56;
1 1 2 2.56;
1 1 3 2.56;
1 1 4 2.56;
1 1 5 2.56;
1 1 6 2.56;
1 1 7 2.56;
1 1 8 2.56;
1 1 9 2.56;
1 1 10 2.56;
1 1 11 2.56;
1 1 12 2.56;
1 2 1 1.518;
1 2 2 1.518;
1 2 3 1.518;
1 2 4 1.518;
1 2 5 1.518;
1 2 6 1.518;
1 2 7 1.518;
1 2 8 1.518;
1 2 9 1.518;
1 2 10 1.518;
1 2 11 1.518;
1 2 12 1.518;
2 1 1 2.43;
2 1 2 2.43;
2 1 3 2.43;
2 1 4 2.43;
2 1 5 2.43;
2 1 6 2.43;
2 1 7 2.43;
2 1 8 2.43;
2 1 9 2.43;
2 1 10 2.43;
2 1 11 2.43;
2 1 12 2.43;
2 2 1 2.024;
2 2 2 2.024;
2 2 3 2.024;
2 2 4 2.024;
2 2 5 2.024;
2 2 6 2.024;
2 2 7 2.024;
2 2 8 2.024;
2 2 9 2.024;
2 2 10 2.024;
2 2 11 2.024;
2 2 12 2.024;
]

global c_sc = [
1 1 1 0.115;
1 1 2 0.115;
1 1 3 0.115;
1 1 4 0.115;
1 1 5 0.115;
1 1 6 0.115;
1 1 7 0.115;
1 1 8 0.115;
1 1 9 0.115;
1 1 10 0.115;
1 1 11 0.115;
1 1 12 0.115;
1 2 1 0.064;
1 2 2 0.064;
1 2 3 0.064;
1 2 4 0.064;
1 2 5 0.064;
1 2 6 0.064;
1 2 7 0.064;
1 2 8 0.064;
1 2 9 0.064;
1 2 10 0.064;
1 2 11 0.064;
1 2 12 0.064;
2 1 1 0.092;
2 1 2 0.092;
2 1 3 0.092;
2 1 4 0.092;
2 1 5 0.092;
2 1 6 0.092;
2 1 7 0.092;
2 1 8 0.092;
2 1 9 0.092;
2 1 10 0.092;
2 1 11 0.092;
2 1 12 0.092;
2 2 1 0.081;
2 2 2 0.081;
2 2 3 0.081;
2 2 4 0.081;
2 2 5 0.081;
2 2 6 0.081;
2 2 7 0.081;
2 2 8 0.081;
2 2 9 0.081;
2 2 10 0.081;
2 2 11 0.081;
2 2 12 0.081;
]

global c_w = [
1 1 1 0.461;
1 1 2 0.461;
1 1 3 0.461;
1 1 4 0.461;
1 1 5 0.461;
1 1 6 0.461;
1 1 7 0.461;
1 1 8 0.461;
1 1 9 0.461;
1 1 10 0.461;
1 1 11 0.461;
1 1 12 0.461;
1 2 1 0.304;
1 2 2 0.304;
1 2 3 0.304;
1 2 4 0.304;
1 2 5 0.304;
1 2 6 0.304;
1 2 7 0.304;
1 2 8 0.304;
1 2 9 0.304;
1 2 10 0.304;
1 2 11 0.304;
1 2 12 0.304;
2 1 1 0.413;
2 1 2 0.413;
2 1 3 0.413;
2 1 4 0.413;
2 1 5 0.413;
2 1 6 0.413;
2 1 7 0.413;
2 1 8 0.413;
2 1 9 0.413;
2 1 10 0.413;
2 1 11 0.413;
2 1 12 0.413;
2 2 1 0.534;
2 2 2 0.534;
2 2 3 0.534;
2 2 4 0.534;
2 2 5 0.534;
2 2 6 0.534;
2 2 7 0.534;
2 2 8 0.534;
2 2 9 0.534;
2 2 10 0.534;
2 2 11 0.534;
2 2 12 0.534;
]

global c_e = [
1 1 1 0.03948141891891892;
1 1 2 0.037064189189189196;
1 1 3 0.03625844594594595;
1 1 4 0.042704391891891895;
1 1 5 0.04834459459459459;
