###################################################
# Classe 22 : K = 6, M = 2, T = 10, N = 5
# Exemplo: 5.   c22ex05.dat          Semente: 5372
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [71, 95, 101, 109, 144]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12]

global c_km = [37.8 36.8; 43.2 23.0; 48.6 44.16; 30.24 31.28; 27.0 42.32; 21.6 39.56]

global p_km = [3.78 3.68; 4.32 2.3; 4.86 4.416; 3.024 3.128; 2.7 4.232; 2.16 3.956]

global c_x = [
1 1 1 21.6;
1 1 2 21.6;
1 1 3 21.6;
1 1 4 21.6;
1 1 5 21.6;
1 1 6 21.6;
1 1 7 21.6;
1 1 8 21.6;
1 1 9 21.6;
1 1 10 21.6;
1 2 1 14.904;
1 2 2 14.904;
1 2 3 14.904;
1 2 4 14.904;
1 2 5 14.904;
1 2 6 14.904;
1 2 7 14.904;
1 2 8 14.904;
1 2 9 14.904;
1 2 10 14.904;
2 1 1 26.244;
2 1 2 26.244;
2 1 3 26.244;
2 1 4 26.244;
2 1 5 26.244;
2 1 6 26.244;
2 1 7 26.244;
2 1 8 26.244;
2 1 9 26.244;
2 1 10 26.244;
2 2 1 16.744;
2 2 2 16.744;
2 2 3 16.744;
2 2 4 16.744;
2 2 5 16.744;
2 2 6 16.744;
2 2 7 16.744;
2 2 8 16.744;
2 2 9 16.744;
2 2 10 16.744;
3 1 1 20.412;
3 1 2 20.412;
3 1 3 20.412;
3 1 4 20.412;
3 1 5 20.412;
3 1 6 20.412;
3 1 7 20.412;
3 1 8 20.412;
3 1 9 20.412;
3 1 10 20.412;
3 2 1 16.283;
3 2 2 16.283;
3 2 3 16.283;
3 2 4 16.283;
3 2 5 16.283;
3 2 6 16.283;
3 2 7 16.283;
3 2 8 16.283;
3 2 9 16.283;
3 2 10 16.283;
4 1 1 19.116;
4 1 2 19.116;
4 1 3 19.116;
4 1 4 19.116;
4 1 5 19.116;
4 1 6 19.116;
4 1 7 19.116;
4 1 8 19.116;
4 1 9 19.116;
4 1 10 19.116;
4 2 1 20.7;
4 2 2 20.7;
4 2 3 20.7;
4 2 4 20.7;
4 2 5 20.7;
4 2 6 20.7;
4 2 7 20.7;
4 2 8 20.7;
4 2 9 20.7;
4 2 10 20.7;
5 1 1 24.084;
5 1 2 24.084;
5 1 3 24.084;
5 1 4 24.084;
5 1 5 24.084;
5 1 6 24.084;
5 1 7 24.084;
5 1 8 24.084;
5 1 9 24.084;
5 1 10 24.084;
5 2 1 17.663;
5 2 2 17.663;
5 2 3 17.663;
5 2 4 17.663;
5 2 5 17.663;
5 2 6 17.663;
5 2 7 17.663;
5 2 8 17.663;
5 2 9 17.663;
5 2 10 17.663;
6 1 1 16.416;
6 1 2 16.416;
6 1 3 16.416;
6 1 4 16.416;
6 1 5 16.416;
