###################################################
# Classe 10 : K = 4, M = 2, T = 8, N = 5
# Exemplo: 10.   Nome do arquivo: c10ex10.dat          Semente: 9999

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 89, 90, 96, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.596;
1 1 2 25.596;
1 1 3 25.596;
1 1 4 25.596;
1 1 5 25.596;
1 1 6 25.596;
1 1 7 25.596;
1 1 8 25.596;
1 2 1 20.332;
1 2 2 20.332;
1 2 3 20.332;
1 2 4 20.332;
1 2 5 20.332;
1 2 6 20.332;
1 2 7 20.332;
1 2 8 20.332;
2 1 1 18.035;
2 1 2 18.035;
2 1 3 18.035;
2 1 4 18.035;
2 1 5 18.035;
2 1 6 18.035;
2 1 7 18.035;
2 1 8 18.035;
2 2 1 16.283;
2 2 2 16.283;
2 2 3 16.283;
2 2 4 16.283;
2 2 5 16.283;
2 2 6 16.283;
2 2 7 16.283;
2 2 8 16.283;
3 1 1 24.3;
3 1 2 24.3;
3 1 3 24.3;
3 1 4 24.3;
3 1 5 24.3;
3 1 6 24.3;
3 1 7 24.3;
3 1 8 24.3;
3 2 1 21.528;
3 2 2 21.528;
3 2 3 21.528;
3 2 4 21.528;
3 2 5 21.528;
3 2 6 21.528;
3 2 7 21.528;
3 2 8 21.528;
4 1 1 18.684;
4 1 2 18.684;
4 1 3 18.684;
4 1 4 18.684;
4 1 5 18.684;
4 1 6 18.684;
4 1 7 18.684;
4 1 8 18.684;
4 2 1 21.343;
4 2 2 21.343;
4 2 3 21.343;
4 2 4 21.343;
4 2 5 21.343;
4 2 6 21.343;
4 2 7 21.343;
4 2 8 21.343;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.012;
1 1 2 0.012;
1 1 3 0.012;
1 1 4 0.012;
1 1 5 0.012;
1 1 6 0.012;
1 1 7 0.012;
