###################################################
# Classe 11 : K = 4, M = 2, T = 8, N = 10
# Exemplo: 7.   Nome do arquivo: c11ex07.dat          Semente: 3677

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 65, 73, 77, 95, 96, 101, 104, 117, 127] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 21.384;
1 1 2 21.384;
1 1 3 21.384;
1 1 4 21.384;
1 1 5 21.384;
1 1 6 21.384;
1 1 7 21.384;
1 1 8 21.384;
1 2 1 18.216;
1 2 2 18.216;
1 2 3 18.216;
1 2 4 18.216;
1 2 5 18.216;
1 2 6 18.216;
1 2 7 18.216;
1 2 8 18.216;
2 1 1 25.596;
2 1 2 25.596;
2 1 3 25.596;
2 1 4 25.596;
2 1 5 25.596;
2 1 6 25.596;
2 1 7 25.596;
2 1 8 25.596;
2 2 1 21.252;
2 2 2 21.252;
2 2 3 21.252;
2 2 4 21.252;
2 2 5 21.252;
2 2 6 21.252;
2 2 7 21.252;
2 2 8 21.252;
3 1 1 17.82;
3 1 2 17.82;
3 1 3 17.82;
3 1 4 17.82;
3 1 5 17.82;
3 1 6 17.82;
3 1 7 17.82;
3 1 8 17.82;
3 2 1 15.363;
3 2 2 15.363;
3 2 3 15.363;
3 2 4 15.363;
3 2 5 15.363;
3 2 6 15.363;
3 2 7 15.363;
3 2 8 15.363;
4 1 1 26.136;
4 1 2 26.136;
4 1 3 26.136;
4 1 4 26.136;
4 1 5 26.136;
4 1 6 26.136;
4 1 7 26.136;
4 1 8 26.136;
4 2 1 14.075;
4 2 2 14.075;
4 2 3 14.075;
4 2 4 14.075;
4 2 5 14.075;
4 2 6 14.075;
4 2 7 14.075;
4 2 8 14.075;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.01;
1 1 2 0.01;
1 1 3 0.01;
1 1 4 0.01;
1 1 5 0.01;
1 1 6 0.01;
