###################################################
# Classe 10 : K = 4, M = 2, T = 8, N = 5
# Exemplo: 7.   Nome do arquivo: c10ex07.dat          Semente: 3548

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 67, 98, 142, 148] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.524;
1 1 2 16.524;
1 1 3 16.524;
1 1 4 16.524;
1 1 5 16.524;
1 1 6 16.524;
1 1 7 16.524;
1 1 8 16.524;
1 2 1 13.984;
1 2 2 13.984;
1 2 3 13.984;
1 2 4 13.984;
1 2 5 13.984;
1 2 6 13.984;
1 2 7 13.984;
1 2 8 13.984;
2 1 1 19.116;
2 1 2 19.116;
2 1 3 19.116;
2 1 4 19.116;
2 1 5 19.116;
2 1 6 19.116;
2 1 7 19.116;
2 1 8 19.116;
2 2 1 18.308;
2 2 2 18.308;
2 2 3 18.308;
2 2 4 18.308;
2 2 5 18.308;
2 2 6 18.308;
2 2 7 18.308;
2 2 8 18.308;
3 1 1 16.308;
3 1 2 16.308;
3 1 3 16.308;
3 1 4 16.308;
3 1 5 16.308;
3 1 6 16.308;
3 1 7 16.308;
3 1 8 16.308;
3 2 1 23.0;
3 2 2 23.0;
3 2 3 23.0;
3 2 4 23.0;
3 2 5 23.0;
3 2 6 23.0;
3 2 7 23.0;
3 2 8 23.0;
4 1 1 24.732;
4 1 2 24.732;
4 1 3 24.732;
4 1 4 24.732;
4 1 5 24.732;
4 1 6 24.732;
4 1 7 24.732;
4 1 8 24.732;
4 2 1 16.56;
4 2 2 16.56;
4 2 3 16.56;
4 2 4 16.56;
4 2 5 16.56;
4 2 6 16.56;
4 2 7 16.56;
4 2 8 16.56;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.013;
1 1 2 0.013;
1 1 3 0.013;
1 1 4 0.013;
1 1 5 0.013;
1 1 6 0.013;
1 1 7 0.013;
