###################################################
# Classe 15 : K = 4, M = 2, T = 10, N = 20
# Exemplo: 9.   Nome do arquivo: c15ex09.dat          Semente: 9192

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 64, 71, 72, 73, 73, 75, 87, 88, 92, 98, 100, 109, 110, 116, 117, 136, 140, 141, 145] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 24.407;
1 1 2 24.407;
1 1 3 24.407;
1 1 4 24.407;
1 1 5 24.407;
1 1 6 24.407;
1 1 7 24.407;
1 1 8 24.407;
1 1 9 24.407;
1 1 10 24.407;
1 2 1 17.572;
1 2 2 17.572;
1 2 3 17.572;
1 2 4 17.572;
1 2 5 17.572;
1 2 6 17.572;
1 2 7 17.572;
1 2 8 17.572;
1 2 9 17.572;
1 2 10 17.572;
2 1 1 21.276;
2 1 2 21.276;
2 1 3 21.276;
2 1 4 21.276;
2 1 5 21.276;
2 1 6 21.276;
2 1 7 21.276;
2 1 8 21.276;
2 1 9 21.276;
2 1 10 21.276;
2 2 1 21.343;
2 2 2 21.343;
2 2 3 21.343;
2 2 4 21.343;
2 2 5 21.343;
2 2 6 21.343;
2 2 7 21.343;
2 2 8 21.343;
2 2 9 21.343;
2 2 10 21.343;
3 1 1 16.2;
3 1 2 16.2;
3 1 3 16.2;
3 1 4 16.2;
3 1 5 16.2;
3 1 6 16.2;
3 1 7 16.2;
3 1 8 16.2;
3 1 9 16.2;
3 1 10 16.2;
3 2 1 23.0;
3 2 2 23.0;
3 2 3 23.0;
3 2 4 23.0;
3 2 5 23.0;
3 2 6 23.0;
3 2 7 23.0;
3 2 8 23.0;
3 2 9 23.0;
3 2 10 23.0;
4 1 1 21.924;
4 1 2 21.924;
4 1 3 21.924;
4 1 4 21.924;
4 1 5 21.924;
4 1 6 21.924;
4 1 7 21.924;
4 1 8 21.924;
4 1 9 21.924;
4 1 10 21.924;
