###################################################
# Classe 18 : K = 4, M = 2, T = 12, N = 20
# Exemplo: 4.   Nome do arquivo: c18ex04.dat          Semente: 7000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 57, 63, 65, 69, 73, 75, 83, 89, 91, 101, 105, 106, 125, 131, 132, 133, 134, 137, 146] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.112;
1 1 2 23.112;
1 1 3 23.112;
1 1 4 23.112;
1 1 5 23.112;
1 1 6 23.112;
1 1 7 23.112;
1 1 8 23.112;
1 1 9 23.112;
1 1 10 23.112;
1 1 11 23.112;
1 1 12 23.112;
1 2 1 20.516;
1 2 2 20.516;
1 2 3 20.516;
1 2 4 20.516;
1 2 5 20.516;
1 2 6 20.516;
1 2 7 20.516;
1 2 8 20.516;
1 2 9 20.516;
1 2 10 20.516;
1 2 11 20.516;
1 2 12 20.516;
2 1 1 17.172;
2 1 2 17.172;
2 1 3 17.172;
2 1 4 17.172;
2 1 5 17.172;
2 1 6 17.172;
2 1 7 17.172;
2 1 8 17.172;
2 1 9 17.172;
2 1 10 17.172;
2 1 11 17.172;
2 1 12 17.172;
2 2 1 20.516;
2 2 2 20.516;
2 2 3 20.516;
2 2 4 20.516;
2 2 5 20.516;
2 2 6 20.516;
2 2 7 20.516;
2 2 8 20.516;
2 2 9 20.516;
2 2 10 20.516;
2 2 11 20.516;
2 2 12 20.516;
3 1 1 17.28;
3 1 2 17.28;
3 1 3 17.28;
3 1 4 17.28;
3 1 5 17.28;
3 1 6 17.28;
3 1 7 17.28;
3 1 8 17.28;
3 1 9 17.28;
3 1 10 17.28;
3 1 11 17.28;
3 1 12 17.28;
3 2 1 19.964;
3 2 2 19.964;
3 2 3 19.964;
3 2 4 19.964;
3 2 5 19.964;
3 2 6 19.964;
3 2 7 19.964;
3 2 8 19.964;
3 2 9 19.964;
3 2 10 19.964;
