###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 3.   Nome do arquivo: c13ex03.dat          Semente: 9868

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [62, 121, 122, 137, 148] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.872;
1 1 2 19.872;
1 1 3 19.872;
1 1 4 19.872;
1 1 5 19.872;
1 1 6 19.872;
1 1 7 19.872;
1 1 8 19.872;
1 1 9 19.872;
1 1 10 19.872;
1 2 1 20.24;
1 2 2 20.24;
1 2 3 20.24;
1 2 4 20.24;
1 2 5 20.24;
1 2 6 20.24;
1 2 7 20.24;
1 2 8 20.24;
1 2 9 20.24;
1 2 10 20.24;
2 1 1 26.244;
2 1 2 26.244;
2 1 3 26.244;
2 1 4 26.244;
2 1 5 26.244;
2 1 6 26.244;
2 1 7 26.244;
2 1 8 26.244;
2 1 9 26.244;
2 1 10 26.244;
2 2 1 20.791;
2 2 2 20.791;
2 2 3 20.791;
2 2 4 20.791;
2 2 5 20.791;
2 2 6 20.791;
2 2 7 20.791;
2 2 8 20.791;
2 2 9 20.791;
2 2 10 20.791;
3 1 1 18.684;
3 1 2 18.684;
3 1 3 18.684;
3 1 4 18.684;
3 1 5 18.684;
3 1 6 18.684;
3 1 7 18.684;
3 1 8 18.684;
3 1 9 18.684;
3 1 10 18.684;
3 2 1 19.412;
3 2 2 19.412;
3 2 3 19.412;
3 2 4 19.412;
3 2 5 19.412;
3 2 6 19.412;
3 2 7 19.412;
3 2 8 19.412;
3 2 9 19.412;
3 2 10 19.412;
4 1 1 23.544;
4 1 2 23.544;
4 1 3 23.544;
4 1 4 23.544;
4 1 5 23.544;
4 1 6 23.544;
4 1 7 23.544;
4 1 8 23.544;
4 1 9 23.544;
4 1 10 23.544;
4 2 1 20.791;
4 2 2 20.791;
4 2 3 20.791;
4 2 4 20.791;
