###################################################
# Classe 20 : K = 6, M = 2, T = 8, N = 10
# Exemplo: 6.   Nome do arquivo: c20ex06.dat          Semente: 1000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [70, 89, 101, 103, 105, 113, 115, 140, 143, 145] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.087;
1 1 2 20.087;
1 1 3 20.087;
1 1 4 20.087;
1 1 5 20.087;
1 1 6 20.087;
1 1 7 20.087;
1 1 8 20.087;
1 2 1 18.308;
1 2 2 18.308;
1 2 3 18.308;
1 2 4 18.308;
1 2 5 18.308;
1 2 6 18.308;
1 2 7 18.308;
1 2 8 18.308;
2 1 1 16.416;
2 1 2 16.416;
2 1 3 16.416;
2 1 4 16.416;
2 1 5 16.416;
2 1 6 16.416;
2 1 7 16.416;
2 1 8 16.416;
2 2 1 16.928;
2 2 2 16.928;
2 2 3 16.928;
2 2 4 16.928;
2 2 5 16.928;
2 2 6 16.928;
2 2 7 16.928;
2 2 8 16.928;
3 1 1 26.46;
3 1 2 26.46;
3 1 3 26.46;
3 1 4 26.46;
3 1 5 26.46;
3 1 6 26.46;
3 1 7 26.46;
3 1 8 26.46;
3 2 1 18.676;
3 2 2 18.676;
3 2 3 18.676;
3 2 4 18.676;
3 2 5 18.676;
3 2 6 18.676;
3 2 7 18.676;
3 2 8 18.676;
4 1 1 16.308;
4 1 2 16.308;
4 1 3 16.308;
4 1 4 16.308;
4 1 5 16.308;
4 1 6 16.308;
4 1 7 16.308;
4 1 8 16.308;
4 2 1 17.848;
4 2 2 17.848;
4 2 3 17.848;
4 2 4 17.848;
4 2 5 17.848;
4 2 6 17.848;
4 2 7 17.848;
4 2 8 17.848;
5 1 1 19.332;
5 1 2 19.332;
5 1 3 19.332;
5 1 4 19.332;
5 1 5 19.332;
5 1 6 19.332;
