###################################################
# Classe 12 : K = 4, M = 2, T = 8, N = 20
# Exemplo: 5.   Nome do arquivo: c12ex05.dat          Semente: 9789

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [51, 56, 57, 68, 74, 80, 87, 91, 99, 110, 112, 121, 122, 122, 123, 127, 133, 145, 146, 147] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.976;
1 1 2 23.976;
1 1 3 23.976;
1 1 4 23.976;
1 1 5 23.976;
1 1 6 23.976;
1 1 7 23.976;
1 1 8 23.976;
1 2 1 17.848;
1 2 2 17.848;
1 2 3 17.848;
1 2 4 17.848;
1 2 5 17.848;
1 2 6 17.848;
1 2 7 17.848;
1 2 8 17.848;
2 1 1 26.676;
2 1 2 26.676;
2 1 3 26.676;
2 1 4 26.676;
2 1 5 26.676;
2 1 6 26.676;
2 1 7 26.676;
2 1 8 26.676;
2 2 1 18.676;
2 2 2 18.676;
2 2 3 18.676;
2 2 4 18.676;
2 2 5 18.676;
2 2 6 18.676;
2 2 7 18.676;
2 2 8 18.676;
3 1 1 24.84;
3 1 2 24.84;
3 1 3 24.84;
3 1 4 24.84;
3 1 5 24.84;
3 1 6 24.84;
3 1 7 24.84;
3 1 8 24.84;
3 2 1 21.712;
3 2 2 21.712;
3 2 3 21.712;
3 2 4 21.712;
3 2 5 21.712;
3 2 6 21.712;
3 2 7 21.712;
3 2 8 21.712;
4 1 1 26.568;
4 1 2 26.568;
4 1 3 26.568;
4 1 4 26.568;
4 1 5 26.568;
4 1 6 26.568;
4 1 7 26.568;
4 1 8 26.568;
4 2 1 17.48;
4 2 2 17.48;
4 2 3 17.48;
4 2 4 17.48;
4 2 5 17.48;
4 2 6 17.48;
4 2 7 17.48;
4 2 8 17.48;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.011;
1 1 2 0.011;
1 1 3 0.011;
