###################################################
# Classe 8 : K = 2, M = 2, T = 12, N = 10
# Exemplo: 8.   c8ex08.dat          Semente: 8689
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [60, 62, 90, 109, 112, 123, 128, 134, 135, 147]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [25.92 22.08; 25.92 22.08]

global c_km = [31.32 25.76; 42.12 39.56]

global p_km = [4.134 3.4; 5.56 5.222]

global c_x = [
1 1 1 20.412;
1 1 2 20.412;
1 1 3 20.412;
1 1 4 20.412;
1 1 5 20.412;
1 1 6 20.412;
1 1 7 20.412;
1 1 8 20.412;
1 1 9 20.412;
1 1 10 20.412;
1 1 11 20.412;
1 1 12 20.412;
1 2 1 16.1;
1 2 2 16.1;
1 2 3 16.1;
1 2 4 16.1;
1 2 5 16.1;
1 2 6 16.1;
1 2 7 16.1;
1 2 8 16.1;
1 2 9 16.1;
1 2 10 16.1;
1 2 11 16.1;
1 2 12 16.1;
2 1 1 25.812;
2 1 2 25.812;
2 1 3 25.812;
2 1 4 25.812;
2 1 5 25.812;
2 1 6 25.812;
2 1 7 25.812;
2 1 8 25.812;
2 1 9 25.812;
2 1 10 25.812;
2 1 11 25.812;
2 1 12 25.812;
2 2 1 20.424;
2 2 2 20.424;
2 2 3 20.424;
2 2 4 20.424;
2 2 5 20.424;
2 2 6 20.424;
2 2 7 20.424;
2 2 8 20.424;
2 2 9 20.424;
2 2 10 20.424;
2 2 11 20.424;
2 2 12 20.424;
]

global c_z = [
1 1 1 0.919;
1 1 2 0.919;
1 1 3 0.919;
1 1 4 0.919;
1 1 5 0.919;
1 1 6 0.919;
1 1 7 0.919;
1 1 8 0.919;
1 1 9 0.919;
1 1 10 0.919;
1 1 11 0.919;
1 1 12 0.919;
1 2 1 0.692;
1 2 2 0.692;
1 2 3 0.692;
1 2 4 0.692;
1 2 5 0.692;
1 2 6 0.692;
1 2 7 0.692;
1 2 8 0.692;
1 2 9 0.692;
1 2 10 0.692;
1 2 11 0.692;
1 2 12 0.692;
2 1 1 1.239;
2 1 2 1.239;
2 1 3 1.239;
2 1 4 1.239;
2 1 5 1.239;
2 1 6 1.239;
2 1 7 1.239;
2 1 8 1.239;
2 1 9 1.239;
2 1 10 1.239;
2 1 11 1.239;
2 1 12 1.239;
2 2 1 0.756;
2 2 2 0.756;
2 2 3 0.756;
2 2 4 0.756;
2 2 5 0.756;
2 2 6 0.756;
2 2 7 0.756;
2 2 8 0.756;
2 2 9 0.756;
2 2 10 0.756;
2 2 11 0.756;
2 2 12 0.756;
]

global c_y = [
1 1 1 2.245;
1 1 2 2.245;
1 1 3 2.245;
1 1 4 2.245;
1 1 5 2.245;
1 1 6 2.245;
1 1 7 2.245;
1 1 8 2.245;
1 1 9 2.245;
1 1 10 2.245;
1 1 11 2.245;
1 1 12 2.245;
1 2 1 2.415;
1 2 2 2.415;
1 2 3 2.415;
1 2 4 2.415;
1 2 5 2.415;
1 2 6 2.415;
1 2 7 2.415;
1 2 8 2.415;
1 2 9 2.415;
1 2 10 2.415;
1 2 11 2.415;
1 2 12 2.415;
2 1 1 3.614;
2 1 2 3.614;
2 1 3 3.614;
2 1 4 3.614;
2 1 5 3.614;
2 1 6 3.614;
2 1 7 3.614;
2 1 8 3.614;
2 1 9 3.614;
2 1 10 3.614;
2 1 11 3.614;
2 1 12 3.614;
2 2 1 2.042;
2 2 2 2.042;
2 2 3 2.042;
2 2 4 2.042;
2 2 5 2.042;
2 2 6 2.042;
2 2 7 2.042;
2 2 8 2.042;
2 2 9 2.042;
2 2 10 2.042;
2 2 11 2.042;
2 2 12 2.042;
]

global c_sc = [
1 1 1 0.085;
1 1 2 0.085;
1 1 3 0.085;
1 1 4 0.085;
1 1 5 0.085;
1 1 6 0.085;
1 1 7 0.085;
1 1 8 0.085;
1 1 9 0.085;
1 1 10 0.085;
1 1 11 0.085;
1 1 12 0.085;
1 2 1 0.08;
1 2 2 0.08;
1 2 3 0.08;
1 2 4 0.08;
1 2 5 0.08;
1 2 6 0.08;
1 2 7 0.08;
1 2 8 0.08;
1 2 9 0.08;
1 2 10 0.08;
1 2 11 0.08;
1 2 12 0.08;
2 1 1 0.141;
2 1 2 0.141;
2 1 3 0.141;
2 1 4 0.141;
2 1 5 0.141;
2 1 6 0.141;
2 1 7 0.141;
2 1 8 0.141;
2 1 9 0.141;
2 1 10 0.141;
2 1 11 0.141;
2 1 12 0.141;
2 2 1 0.08;
2 2 2 0.08;
2 2 3 0.08;
2 2 4 0.08;
2 2 5 0.08;
2 2 6 0.08;
2 2 7 0.08;
2 2 8 0.08;
2 2 9 0.08;
2 2 10 0.08;
2 2 11 0.08;
2 2 12 0.08;
]

global c_w = [
1 1 1 0.286;
1 1 2 0.286;
1 1 3 0.286;
1 1 4 0.286;
1 1 5 0.286;
1 1 6 0.286;
1 1 7 0.286;
1 1 8 0.286;
1 1 9 0.286;
1 1 10 0.286;
1 1 11 0.286;
1 1 12 0.286;
1 2 1 0.193;
1 2 2 0.193;
1 2 3 0.193;
1 2 4 0.193;
1 2 5 0.193;
1 2 6 0.193;
1 2 7 0.193;
1 2 8 0.193;
1 2 9 0.193;
1 2 10 0.193;
1 2 11 0.193;
1 2 12 0.193;
2 1 1 0.542;
2 1 2 0.542;
2 1 3 0.542;
2 1 4 0.542;
2 1 5 0.542;
2 1 6 0.542;
2 1 7 0.542;
2 1 8 0.542;
2 1 9 0.542;
2 1 10 0.542;
2 1 11 0.542;
2 1 12 0.542;
2 2 1 0.408;
2 2 2 0.408;
2 2 3 0.408;
2 2 4 0.408;
2 2 5 0.408;
2 2 6 0.408;
2 2 7 0.408;
2 2 8 0.408;
2 2 9 0.408;
2 2 10 0.408;
2 2 11 0.408;
2 2 12 0.408;
]

global c_e = [
1 1 1 0.027414944356120824;
1 1 2 0.033126391096979325;
1 1 3 0.026843799682034975;
1 1 4 0.02398807631160572;
1 1 5 0.02284578696343402;
1 1 6 0.03255524642289347;
1 1 7 0.02969952305246423;
1 1 8 0.026843799682034975;
1 1 9 0.026843799682034975;
1 1 10 0.031412957074721776;
1 1 11 0.027414944356120824;
1 1 12 0.02398807631160572;
