###################################################
# Classe 9 : K = 2, M = 2, T = 12, N = 20
# Exemplo: 1.   c9ex01.dat          Semente: 3301
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [52, 57, 57, 58, 77, 85, 89, 90, 90, 98, 105, 120, 131, 132, 133, 139, 140, 145, 148, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [43.2 36.8; 43.2 36.8]

global c_km = [39.96 40.48; 22.68 27.6]

global p_km = [4.396 4.453; 2.495 3.036]

global c_x = [
1 1 1 25.272;
1 1 2 25.272;
1 1 3 25.272;
1 1 4 25.272;
1 1 5 25.272;
1 1 6 25.272;
1 1 7 25.272;
1 1 8 25.272;
1 1 9 25.272;
1 1 10 25.272;
1 1 11 25.272;
1 1 12 25.272;
1 2 1 16.836;
1 2 2 16.836;
1 2 3 16.836;
1 2 4 16.836;
1 2 5 16.836;
1 2 6 16.836;
1 2 7 16.836;
1 2 8 16.836;
1 2 9 16.836;
1 2 10 16.836;
1 2 11 16.836;
1 2 12 16.836;
2 1 1 26.244;
2 1 2 26.244;
2 1 3 26.244;
2 1 4 26.244;
2 1 5 26.244;
2 1 6 26.244;
2 1 7 26.244;
2 1 8 26.244;
2 1 9 26.244;
2 1 10 26.244;
2 1 11 26.244;
2 1 12 26.244;
2 2 1 19.044;
2 2 2 19.044;
2 2 3 19.044;
2 2 4 19.044;
2 2 5 19.044;
2 2 6 19.044;
2 2 7 19.044;
2 2 8 19.044;
2 2 9 19.044;
2 2 10 19.044;
2 2 11 19.044;
2 2 12 19.044;
]

global c_z = [
1 1 1 1.036;
1 1 2 1.036;
1 1 3 1.036;
1 1 4 1.036;
1 1 5 1.036;
1 1 6 1.036;
1 1 7 1.036;
1 1 8 1.036;
1 1 9 1.036;
1 1 10 1.036;
1 1 11 1.036;
1 1 12 1.036;
1 2 1 0.741;
1 2 2 0.741;
1 2 3 0.741;
1 2 4 0.741;
1 2 5 0.741;
1 2 6 0.741;
1 2 7 0.741;
1 2 8 0.741;
1 2 9 0.741;
1 2 10 0.741;
1 2 11 0.741;
1 2 12 0.741;
2 1 1 0.787;
2 1 2 0.787;
2 1 3 0.787;
2 1 4 0.787;
2 1 5 0.787;
2 1 6 0.787;
2 1 7 0.787;
2 1 8 0.787;
2 1 9 0.787;
2 1 10 0.787;
2 1 11 0.787;
2 1 12 0.787;
2 2 1 0.686;
2 2 2 0.686;
2 2 3 0.686;
2 2 4 0.686;
2 2 5 0.686;
2 2 6 0.686;
2 2 7 0.686;
2 2 8 0.686;
2 2 9 0.686;
2 2 10 0.686;
2 2 11 0.686;
2 2 12 0.686;
]

global c_y = [
1 1 1 3.285;
1 1 2 3.285;
1 1 3 3.285;
1 1 4 3.285;
1 1 5 3.285;
1 1 6 3.285;
1 1 7 3.285;
1 1 8 3.285;
1 1 9 3.285;
1 1 10 3.285;
1 1 11 3.285;
1 1 12 3.285;
1 2 1 1.852;
1 2 2 1.852;
1 2 3 1.852;
1 2 4 1.852;
1 2 5 1.852;
1 2 6 1.852;
1 2 7 1.852;
1 2 8 1.852;
1 2 9 1.852;
1 2 10 1.852;
1 2 11 1.852;
1 2 12 1.852;
2 1 1 2.624;
2 1 2 2.624;
2 1 3 2.624;
2 1 4 2.624;
2 1 5 2.624;
2 1 6 2.624;
2 1 7 2.624;
2 1 8 2.624;
2 1 9 2.624;
2 1 10 2.624;
2 1 11 2.624;
2 1 12 2.624;
2 2 1 2.857;
2 2 2 2.857;
2 2 3 2.857;
2 2 4 2.857;
2 2 5 2.857;
2 2 6 2.857;
2 2 7 2.857;
2 2 8 2.857;
2 2 9 2.857;
2 2 10 2.857;
2 2 11 2.857;
2 2 12 2.857;
]

global c_sc = [
1 1 1 0.164;
1 1 2 0.164;
1 1 3 0.164;
1 1 4 0.164;
1 1 5 0.164;
1 1 6 0.164;
1 1 7 0.164;
1 1 8 0.164;
1 1 9 0.164;
1 1 10 0.164;
1 1 11 0.164;
1 1 12 0.164;
1 2 1 0.07;
1 2 2 0.07;
1 2 3 0.07;
1 2 4 0.07;
1 2 5 0.07;
1 2 6 0.07;
1 2 7 0.07;
1 2 8 0.07;
1 2 9 0.07;
1 2 10 0.07;
1 2 11 0.07;
1 2 12 0.07;
2 1 1 0.081;
2 1 2 0.081;
2 1 3 0.081;
2 1 4 0.081;
2 1 5 0.081;
2 1 6 0.081;
2 1 7 0.081;
2 1 8 0.081;
2 1 9 0.081;
2 1 10 0.081;
2 1 11 0.081;
2 1 12 0.081;
2 2 1 0.103;
2 2 2 0.103;
2 2 3 0.103;
2 2 4 0.103;
2 2 5 0.103;
2 2 6 0.103;
2 2 7 0.103;
2 2 8 0.103;
2 2 9 0.103;
2 2 10 0.103;
2 2 11 0.103;
2 2 12 0.103;
]

global c_w = [
1 1 1 0.581;
1 1 2 0.581;
1 1 3 0.581;
1 1 4 0.581;
1 1 5 0.581;
1 1 6 0.581;
1 1 7 0.581;
1 1 8 0.581;
1 1 9 0.581;
1 1 10 0.581;
1 1 11 0.581;
1 1 12 0.581;
1 2 1 0.202;
1 2 2 0.202;
1 2 3 0.202;
1 2 4 0.202;
1 2 5 0.202;
1 2 6 0.202;
1 2 7 0.202;
1 2 8 0.202;
1 2 9 0.202;
1 2 10 0.202;
1 2 11 0.202;
1 2 12 0.202;
2 1 1 0.394;
2 1 2 0.394;
2 1 3 0.394;
2 1 4 0.394;
2 1 5 0.394;
2 1 6 0.394;
2 1 7 0.394;
2 1 8 0.394;
2 1 9 0.394;
2 1 10 0.394;
2 1 11 0.394;
2 1 12 0.394;
2 2 1 0.209;
2 2 2 0.209;
2 2 3 0.209;
2 2 4 0.209;
2 2 5 0.209;
2 2 6 0.209;
2 2 7 0.209;
2 2 8 0.209;
2 2 9 0.209;
2 2 10 0.209;
2 2 11 0.209;
2 2 12 0.209;
]

global c_e = [
1 1 1 0.03964793322734499;
1 1 2 0.046930206677265496;
1 1 3 0.03802965023847377;
1 1 4 0.04126621621621621;
1 1 5 0.04854848966613672;
1 1 6 0.04773934817170111;
1 1 7 0.04773934817170111;
1 1 8 0.03641136724960255;
1 1 9 0.046930206677265496;
1 1 10 0.04531192368839428;
1 1 11 0.04854848966613672;
1 1 12 0.0404570747217806;
1 2 1 0.03364912559618442;
1 2 2 0.033025993640699525;
1 2 3 0.031156597774244836;
1 2 4 0.026171542130365662;
1 2 5 0.029910333863275042;
1 2 6 0.027417806041335455;
1 2 7 0.025548410174880767;
1 2 8 0.03551852146263911;
1 2 9 0.036141653418124;
1 2 10 0.027417806041335455;
1 2 11 0.027417806041335455;
1 2 12 0.030533465818759938;
2 1 1 0.04257329093799682;
2 1 2 0.05144272655007948;
2 1 3 0.03813857313195548;
2 1 4 0.04346023449920509;
2 1 5 0.047008008744038154;
2 1 6 0.035477742448330685;
2 1 7 0.04079940381558029;
2 1 8 0.04878189586645469;
2 1 9 0.05144272655007948;
2 1 10 0.03813857313195548;
2 1 11 0.04612106518282989;
2 1 12 0.044347178060413356;
2 2 1 0.02732193958664547;
2 2 2 0.030737182034976156;
2 2 3 0.04029986089030206;
2 2 4 0.03005413354531002;
2 2 5 0.0409829093799682;
2 2 6 0.0334693759936407;
2 2 7 0.02732193958664547;
2 2 8 0.03893376391096979;
2 2 9 0.03278632750397457;
2 2 10 0.03005413354531002;
2 2 11 0.03005413354531002;
2 2 12 0.03620156995230525;
3 1 1 0.03902551669316375;
3 1 2 0.03991246025437202;
3 1 3 0.04346023449920509;
3 1 4 0.045234121621621624;
3 1 5 0.036364686009538946;
3 1 6 0.03902551669316375;
3 1 7 0.04257329093799682;
3 1 8 0.04346023449920509;
3 1 9 0.04079940381558029;
3 1 10 0.05232967011128775;
3 1 11 0.04079940381558029;
