###################################################
# Classe 11 : K = 4, M = 2, T = 8, N = 10
# Exemplo: 2.   Nome do arquivo: c11ex02.dat          Semente: 5000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [56, 56, 89, 90, 93, 101, 117, 137, 138, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 24.624;
1 1 2 24.624;
1 1 3 24.624;
1 1 4 24.624;
1 1 5 24.624;
1 1 6 24.624;
1 1 7 24.624;
1 1 8 24.624;
1 2 1 16.928;
1 2 2 16.928;
1 2 3 16.928;
1 2 4 16.928;
1 2 5 16.928;
1 2 6 16.928;
1 2 7 16.928;
1 2 8 16.928;
2 1 1 17.928;
2 1 2 17.928;
2 1 3 17.928;
2 1 4 17.928;
2 1 5 17.928;
2 1 6 17.928;
2 1 7 17.928;
2 1 8 17.928;
2 2 1 14.536;
2 2 2 14.536;
2 2 3 14.536;
2 2 4 14.536;
2 2 5 14.536;
2 2 6 14.536;
2 2 7 14.536;
2 2 8 14.536;
3 1 1 18.576;
3 1 2 18.576;
3 1 3 18.576;
3 1 4 18.576;
3 1 5 18.576;
3 1 6 18.576;
3 1 7 18.576;
3 1 8 18.576;
3 2 1 17.572;
3 2 2 17.572;
3 2 3 17.572;
3 2 4 17.572;
3 2 5 17.572;
3 2 6 17.572;
3 2 7 17.572;
3 2 8 17.572;
4 1 1 23.22;
4 1 2 23.22;
4 1 3 23.22;
4 1 4 23.22;
4 1 5 23.22;
4 1 6 23.22;
4 1 7 23.22;
4 1 8 23.22;
4 2 1 16.56;
4 2 2 16.56;
4 2 3 16.56;
4 2 4 16.56;
4 2 5 16.56;
4 2 6 16.56;
4 2 7 16.56;
4 2 8 16.56;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.012;
1 1 2 0.012;
1 1 3 0.012;
1 1 4 0.012;
1 1 5 0.012;
1 1 6 0.012;
