###################################################
# Classe 5 : K = 2, M = 2, T = 10, N = 10
# Exemplo: 6.   c5ex06.dat          Semente: 3301
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [52, 58, 77, 85, 90, 120, 139, 140, 148, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [14.04 11.96; 14.04 11.96]

global c_km = [48.6 29.44; 34.56 32.2]

global p_km = [5.006 3.032; 3.56 3.317]

global c_x = [
1 1 1 26.568;
1 1 2 26.568;
1 1 3 26.568;
1 1 4 26.568;
1 1 5 26.568;
1 1 6 26.568;
1 1 7 26.568;
1 1 8 26.568;
1 1 9 26.568;
1 1 10 26.568;
1 2 1 18.86;
1 2 2 18.86;
1 2 3 18.86;
1 2 4 18.86;
1 2 5 18.86;
1 2 6 18.86;
1 2 7 18.86;
1 2 8 18.86;
1 2 9 18.86;
1 2 10 18.86;
2 1 1 25.055;
2 1 2 25.055;
2 1 3 25.055;
2 1 4 25.055;
2 1 5 25.055;
2 1 6 25.055;
2 1 7 25.055;
2 1 8 25.055;
2 1 9 25.055;
2 1 10 25.055;
2 2 1 21.528;
2 2 2 21.528;
2 2 3 21.528;
2 2 4 21.528;
2 2 5 21.528;
2 2 6 21.528;
2 2 7 21.528;
2 2 8 21.528;
2 2 9 21.528;
2 2 10 21.528;
]

global c_z = [
1 1 1 1.196;
1 1 2 1.196;
1 1 3 1.196;
1 1 4 1.196;
1 1 5 1.196;
1 1 6 1.196;
1 1 7 1.196;
1 1 8 1.196;
1 1 9 1.196;
1 1 10 1.196;
1 2 1 0.566;
1 2 2 0.566;
1 2 3 0.566;
1 2 4 0.566;
1 2 5 0.566;
1 2 6 0.566;
1 2 7 0.566;
1 2 8 0.566;
1 2 9 0.566;
1 2 10 0.566;
2 1 1 1.027;
2 1 2 1.027;
2 1 3 1.027;
2 1 4 1.027;
2 1 5 1.027;
2 1 6 1.027;
2 1 7 1.027;
2 1 8 1.027;
2 1 9 1.027;
2 1 10 1.027;
2 2 1 0.99;
2 2 2 0.99;
2 2 3 0.99;
2 2 4 0.99;
2 2 5 0.99;
2 2 6 0.99;
2 2 7 0.99;
2 2 8 0.99;
2 2 9 0.99;
2 2 10 0.99;
]

global c_y = [
1 1 1 3.188;
1 1 2 3.188;
1 1 3 3.188;
1 1 4 3.188;
1 1 5 3.188;
1 1 6 3.188;
1 1 7 3.188;
1 1 8 3.188;
1 1 9 3.188;
1 1 10 3.188;
1 2 1 2.829;
1 2 2 2.829;
1 2 3 2.829;
1 2 4 2.829;
1 2 5 2.829;
1 2 6 2.829;
1 2 7 2.829;
1 2 8 2.829;
1 2 9 2.829;
1 2 10 2.829;
2 1 1 2.756;
2 1 2 2.756;
2 1 3 2.756;
2 1 4 2.756;
2 1 5 2.756;
2 1 6 2.756;
2 1 7 2.756;
2 1 8 2.756;
2 1 9 2.756;
2 1 10 2.756;
2 2 1 3.229;
2 2 2 3.229;
2 2 3 3.229;
2 2 4 3.229;
2 2 5 3.229;
2 2 6 3.229;
2 2 7 3.229;
2 2 8 3.229;
2 2 9 3.229;
2 2 10 3.229;
]

global c_sc = [
1 1 1 0.118;
1 1 2 0.118;
1 1 3 0.118;
1 1 4 0.118;
1 1 5 0.118;
1 1 6 0.118;
1 1 7 0.118;
1 1 8 0.118;
1 1 9 0.118;
1 1 10 0.118;
1 2 1 0.116;
1 2 2 0.116;
1 2 3 0.116;
1 2 4 0.116;
1 2 5 0.116;
1 2 6 0.116;
1 2 7 0.116;
1 2 8 0.116;
1 2 9 0.116;
1 2 10 0.116;
2 1 1 0.113;
2 1 2 0.113;
2 1 3 0.113;
2 1 4 0.113;
2 1 5 0.113;
2 1 6 0.113;
2 1 7 0.113;
2 1 8 0.113;
2 1 9 0.113;
2 1 10 0.113;
2 2 1 0.097;
2 2 2 0.097;
2 2 3 0.097;
2 2 4 0.097;
2 2 5 0.097;
2 2 6 0.097;
2 2 7 0.097;
2 2 8 0.097;
2 2 9 0.097;
2 2 10 0.097;
]

global c_w = [
1 1 1 0.638;
1 1 2 0.638;
1 1 3 0.638;
1 1 4 0.638;
1 1 5 0.638;
1 1 6 0.638;
1 1 7 0.638;
1 1 8 0.638;
1 1 9 0.638;
1 1 10 0.638;
1 2 1 0.415;
1 2 2 0.415;
1 2 3 0.415;
1 2 4 0.415;
1 2 5 0.415;
1 2 6 0.415;
1 2 7 0.415;
1 2 8 0.415;
1 2 9 0.415;
1 2 10 0.415;
2 1 1 0.401;
2 1 2 0.401;
2 1 3 0.401;
2 1 4 0.401;
2 1 5 0.401;
2 1 6 0.401;
2 1 7 0.401;
2 1 8 0.401;
2 1 9 0.401;
2 1 10 0.401;
2 2 1 0.258;
2 2 2 0.258;
2 2 3 0.258;
2 2 4 0.258;
2 2 5 0.258;
2 2 6 0.258;
2 2 7 0.258;
2 2 8 0.258;
2 2 9 0.258;
2 2 10 0.258;
]

global c_e = [
1 1 1 0.048967011128775835;
1 1 2 0.06202488076311605;
1 1 3 0.06528934817170111;
1 1 4 0.04461438791732909;
1 1 5 0.05223147853736089;
1 1 6 0.050055166931637515;
1 1 7 0.05767225755166932;
1 1 8 0.048967011128775835;
1 1 9 0.04570254372019077;
1 1 10 0.04461438791732909;
1 2 1 0.033369077901430844;
1 2 2 0.03949809220985691;
1 2 3 0.032007074721780604;
1 2 4 0.03473108108108108;
1 2 5 0.040860095389507155;
1 2 6 0.040179093799682035;
1 2 7 0.040179093799682035;
1 2 8 0.030645071542130368;
1 2 9 0.03949809220985691;
1 2 10 0.03813608903020668;
2 1 1 0.07282273449920508;
2 1 2 0.0606856120826709;
2 1 3 0.06554046104928457;
2 1 4 0.06432674880763116;
2 1 5 0.0606856120826709;
2 1 6 0.05097591414944355;
2 1 7 0.05825818759936406;
2 1 8 0.05340333863275039;
2 1 9 0.049762201907790134;
2 1 10 0.06918159777424482;
2 2 1 0.04405556438791733;
2 2 2 0.033421462639109695;
2 2 3 0.033421462639109695;
2 2 4 0.037219356120826705;
2 2 5 0.03645977742448331;
2 2 6 0.04405556438791733;
2 2 7 0.0326618839427663;
2 2 8 0.037219356120826705;
2 2 9 0.04025767090620032;
2 2 10 0.03038314785373609;
3 1 1 0.07412015103338633;
3 1 2 0.08862191971383147;
3 1 3 0.09345584260731318;
3 1 4 0.06928622813990461;
3 1 5 0.08378799682034975;
3 1 6 0.08056538155802861;
3 1 7 0.06445230524642288;
3 1 8 0.07250884340222574;
3 1 9 0.09506715023847376;
3 1 10 0.07089753577106518;
