###################################################
# Classe 12 : K = 4, M = 2, T = 8, N = 20
# Exemplo: 1.   Nome do arquivo: c12ex01.dat          Semente: 6838

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [55, 69, 70, 79, 79, 86, 100, 105, 107, 108, 111, 115, 120, 125, 127, 134, 139, 143, 148, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.735;
1 1 2 20.735;
1 1 3 20.735;
1 1 4 20.735;
1 1 5 20.735;
1 1 6 20.735;
1 1 7 20.735;
1 1 8 20.735;
1 2 1 14.628;
1 2 2 14.628;
1 2 3 14.628;
1 2 4 14.628;
1 2 5 14.628;
1 2 6 14.628;
1 2 7 14.628;
1 2 8 14.628;
2 1 1 24.624;
2 1 2 24.624;
2 1 3 24.624;
2 1 4 24.624;
2 1 5 24.624;
2 1 6 24.624;
2 1 7 24.624;
2 1 8 24.624;
2 2 1 19.32;
2 2 2 19.32;
2 2 3 19.32;
2 2 4 19.32;
2 2 5 19.32;
2 2 6 19.32;
2 2 7 19.32;
2 2 8 19.32;
3 1 1 22.355;
3 1 2 22.355;
3 1 3 22.355;
3 1 4 22.355;
3 1 5 22.355;
3 1 6 22.355;
3 1 7 22.355;
3 1 8 22.355;
3 2 1 16.56;
3 2 2 16.56;
3 2 3 16.56;
3 2 4 16.56;
3 2 5 16.56;
3 2 6 16.56;
3 2 7 16.56;
3 2 8 16.56;
4 1 1 23.868;
4 1 2 23.868;
4 1 3 23.868;
4 1 4 23.868;
4 1 5 23.868;
4 1 6 23.868;
4 1 7 23.868;
4 1 8 23.868;
4 2 1 17.572;
4 2 2 17.572;
4 2 3 17.572;
4 2 4 17.572;
4 2 5 17.572;
4 2 6 17.572;
4 2 7 17.572;
4 2 8 17.572;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.009;
1 1 2 0.009;
1 1 3 0.009;
