###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 9.   Nome do arquivo: c27ex09.dat          Semente: 2323

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [56, 59, 61, 68, 71, 79, 81, 86, 91, 93, 99, 99, 108, 111, 112, 113, 116, 122, 130, 135] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.812;
1 1 2 25.812;
1 1 3 25.812;
1 1 4 25.812;
1 1 5 25.812;
1 1 6 25.812;
1 1 7 25.812;
1 1 8 25.812;
1 1 9 25.812;
1 1 10 25.812;
1 1 11 25.812;
1 1 12 25.812;
1 2 1 16.376;
1 2 2 16.376;
1 2 3 16.376;
1 2 4 16.376;
1 2 5 16.376;
1 2 6 16.376;
1 2 7 16.376;
1 2 8 16.376;
1 2 9 16.376;
1 2 10 16.376;
1 2 11 16.376;
1 2 12 16.376;
2 1 1 22.572;
2 1 2 22.572;
2 1 3 22.572;
2 1 4 22.572;
2 1 5 22.572;
2 1 6 22.572;
2 1 7 22.572;
2 1 8 22.572;
2 1 9 22.572;
2 1 10 22.572;
2 1 11 22.572;
2 1 12 22.572;
2 2 1 19.872;
2 2 2 19.872;
2 2 3 19.872;
2 2 4 19.872;
2 2 5 19.872;
2 2 6 19.872;
2 2 7 19.872;
2 2 8 19.872;
2 2 9 19.872;
2 2 10 19.872;
2 2 11 19.872;
2 2 12 19.872;
3 1 1 20.304;
3 1 2 20.304;
3 1 3 20.304;
3 1 4 20.304;
3 1 5 20.304;
3 1 6 20.304;
3 1 7 20.304;
3 1 8 20.304;
3 1 9 20.304;
3 1 10 20.304;
3 1 11 20.304;
3 1 12 20.304;
3 2 1 17.388;
3 2 2 17.388;
3 2 3 17.388;
3 2 4 17.388;
3 2 5 17.388;
3 2 6 17.388;
3 2 7 17.388;
