###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 6.   Nome do arquivo: c26ex06.dat          Semente: 3301

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [52, 58, 77, 86, 90, 121, 140, 141, 149, 150] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.055;
1 1 2 25.055;
1 1 3 25.055;
1 1 4 25.055;
1 1 5 25.055;
1 1 6 25.055;
1 1 7 25.055;
1 1 8 25.055;
1 1 9 25.055;
1 1 10 25.055;
1 1 11 25.055;
1 1 12 25.055;
1 2 1 21.343;
1 2 2 21.343;
1 2 3 21.343;
1 2 4 21.343;
1 2 5 21.343;
1 2 6 21.343;
1 2 7 21.343;
1 2 8 21.343;
1 2 9 21.343;
1 2 10 21.343;
1 2 11 21.343;
1 2 12 21.343;
2 1 1 20.628;
2 1 2 20.628;
2 1 3 20.628;
2 1 4 20.628;
2 1 5 20.628;
2 1 6 20.628;
2 1 7 20.628;
2 1 8 20.628;
2 1 9 20.628;
2 1 10 20.628;
2 1 11 20.628;
2 1 12 20.628;
2 2 1 18.86;
2 2 2 18.86;
2 2 3 18.86;
2 2 4 18.86;
2 2 5 18.86;
2 2 6 18.86;
2 2 7 18.86;
2 2 8 18.86;
2 2 9 18.86;
2 2 10 18.86;
2 2 11 18.86;
2 2 12 18.86;
3 1 1 20.412;
3 1 2 20.412;
3 1 3 20.412;
3 1 4 20.412;
3 1 5 20.412;
3 1 6 20.412;
3 1 7 20.412;
3 1 8 20.412;
3 1 9 20.412;
3 1 10 20.412;
3 1 11 20.412;
3 1 12 20.412;
3 2 1 21.528;
3 2 2 21.528;
3 2 3 21.528;
3 2 4 21.528;
3 2 5 21.528;
3 2 6 21.528;
3 2 7 21.528;
3 2 8 21.528;
3 2 9 21.528;
3 2 10 21.528;
