###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 3.   Nome do arquivo: c27ex03.dat          Semente: 9868

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [57, 62, 62, 73, 74, 84, 106, 111, 118, 120, 121, 122, 126, 126, 129, 137, 143, 144, 148, 148] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 18.468;
1 1 2 18.468;
1 1 3 18.468;
1 1 4 18.468;
1 1 5 18.468;
1 1 6 18.468;
1 1 7 18.468;
1 1 8 18.468;
1 1 9 18.468;
1 1 10 18.468;
1 1 11 18.468;
1 1 12 18.468;
1 2 1 19.964;
1 2 2 19.964;
1 2 3 19.964;
1 2 4 19.964;
1 2 5 19.964;
1 2 6 19.964;
1 2 7 19.964;
1 2 8 19.964;
1 2 9 19.964;
1 2 10 19.964;
1 2 11 19.964;
1 2 12 19.964;
2 1 1 26.244;
2 1 2 26.244;
2 1 3 26.244;
2 1 4 26.244;
2 1 5 26.244;
2 1 6 26.244;
2 1 7 26.244;
2 1 8 26.244;
2 1 9 26.244;
2 1 10 26.244;
2 1 11 26.244;
2 1 12 26.244;
2 2 1 19.688;
2 2 2 19.688;
2 2 3 19.688;
2 2 4 19.688;
2 2 5 19.688;
2 2 6 19.688;
2 2 7 19.688;
2 2 8 19.688;
2 2 9 19.688;
2 2 10 19.688;
2 2 11 19.688;
2 2 12 19.688;
3 1 1 24.84;
3 1 2 24.84;
3 1 3 24.84;
3 1 4 24.84;
3 1 5 24.84;
3 1 6 24.84;
3 1 7 24.84;
3 1 8 24.84;
3 1 9 24.84;
3 1 10 24.84;
3 1 11 24.84;
3 1 12 24.84;
3 2 1 19.136;
3 2 2 19.136;
3 2 3 19.136;
3 2 4 19.136;
3 2 5 19.136;
3 2 6 19.136;
3 2 7 19.136;
