###################################################
# Classe 12 : K = 4, M = 2, T = 8, N = 20
# Exemplo: 8.   Nome do arquivo: c12ex08.dat          Semente: 3024

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 54, 57, 59, 60, 65, 73, 76, 79, 82, 83, 87, 91, 102, 108, 110, 114, 118, 122, 146] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 24.948;
1 1 2 24.948;
1 1 3 24.948;
1 1 4 24.948;
1 1 5 24.948;
1 1 6 24.948;
1 1 7 24.948;
1 1 8 24.948;
1 2 1 17.388;
1 2 2 17.388;
1 2 3 17.388;
1 2 4 17.388;
1 2 5 17.388;
1 2 6 17.388;
1 2 7 17.388;
1 2 8 17.388;
2 1 1 17.496;
2 1 2 17.496;
2 1 3 17.496;
2 1 4 17.496;
2 1 5 17.496;
2 1 6 17.496;
2 1 7 17.496;
2 1 8 17.496;
2 2 1 21.16;
2 2 2 21.16;
2 2 3 21.16;
2 2 4 21.16;
2 2 5 21.16;
2 2 6 21.16;
2 2 7 21.16;
2 2 8 21.16;
3 1 1 19.764;
3 1 2 19.764;
3 1 3 19.764;
3 1 4 19.764;
3 1 5 19.764;
3 1 6 19.764;
3 1 7 19.764;
3 1 8 19.764;
3 2 1 14.168;
3 2 2 14.168;
3 2 3 14.168;
3 2 4 14.168;
3 2 5 14.168;
3 2 6 14.168;
3 2 7 14.168;
3 2 8 14.168;
4 1 1 16.416;
4 1 2 16.416;
4 1 3 16.416;
4 1 4 16.416;
4 1 5 16.416;
4 1 6 16.416;
4 1 7 16.416;
4 1 8 16.416;
4 2 1 17.48;
4 2 2 17.48;
4 2 3 17.48;
4 2 4 17.48;
4 2 5 17.48;
4 2 6 17.48;
4 2 7 17.48;
4 2 8 17.48;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.009;
1 1 2 0.009;
1 1 3 0.009;
