###################################################
# Classe 10 : K = 4, M = 2, T = 8, N = 5
# Exemplo: 2.   Nome do arquivo: c10ex02.dat          Semente: 3006

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [64, 84, 99, 119, 128] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.868;
1 1 2 23.868;
1 1 3 23.868;
1 1 4 23.868;
1 1 5 23.868;
1 1 6 23.868;
1 1 7 23.868;
1 1 8 23.868;
1 2 1 22.355;
1 2 2 22.355;
1 2 3 22.355;
1 2 4 22.355;
1 2 5 22.355;
1 2 6 22.355;
1 2 7 22.355;
1 2 8 22.355;
2 1 1 25.812;
2 1 2 25.812;
2 1 3 25.812;
2 1 4 25.812;
2 1 5 25.812;
2 1 6 25.812;
2 1 7 25.812;
2 1 8 25.812;
2 2 1 19.504;
2 2 2 19.504;
2 2 3 19.504;
2 2 4 19.504;
2 2 5 19.504;
2 2 6 19.504;
2 2 7 19.504;
2 2 8 19.504;
3 1 1 20.735;
3 1 2 20.735;
3 1 3 20.735;
3 1 4 20.735;
3 1 5 20.735;
3 1 6 20.735;
3 1 7 20.735;
3 1 8 20.735;
3 2 1 18.676;
3 2 2 18.676;
3 2 3 18.676;
3 2 4 18.676;
3 2 5 18.676;
3 2 6 18.676;
3 2 7 18.676;
3 2 8 18.676;
4 1 1 18.468;
4 1 2 18.468;
4 1 3 18.468;
4 1 4 18.468;
4 1 5 18.468;
4 1 6 18.468;
4 1 7 18.468;
4 1 8 18.468;
4 2 1 16.192;
4 2 2 16.192;
4 2 3 16.192;
4 2 4 16.192;
4 2 5 16.192;
4 2 6 16.192;
4 2 7 16.192;
4 2 8 16.192;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.01;
1 1 2 0.01;
1 1 3 0.01;
1 1 4 0.01;
1 1 5 0.01;
1 1 6 0.01;
1 1 7 0.01;
