###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 5.   Nome do arquivo: c25ex05.dat          Semente: 8000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [53, 55, 112, 112, 134] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 24.407;
1 1 2 24.407;
1 1 3 24.407;
1 1 4 24.407;
1 1 5 24.407;
1 1 6 24.407;
1 1 7 24.407;
1 1 8 24.407;
1 1 9 24.407;
1 1 10 24.407;
1 1 11 24.407;
1 1 12 24.407;
1 2 1 16.836;
1 2 2 16.836;
1 2 3 16.836;
1 2 4 16.836;
1 2 5 16.836;
1 2 6 16.836;
1 2 7 16.836;
1 2 8 16.836;
1 2 9 16.836;
1 2 10 16.836;
1 2 11 16.836;
1 2 12 16.836;
2 1 1 16.416;
2 1 2 16.416;
2 1 3 16.416;
2 1 4 16.416;
2 1 5 16.416;
2 1 6 16.416;
2 1 7 16.416;
2 1 8 16.416;
2 1 9 16.416;
2 1 10 16.416;
2 1 11 16.416;
2 1 12 16.416;
2 2 1 15.456;
2 2 2 15.456;
2 2 3 15.456;
2 2 4 15.456;
2 2 5 15.456;
2 2 6 15.456;
2 2 7 15.456;
2 2 8 15.456;
2 2 9 15.456;
2 2 10 15.456;
2 2 11 15.456;
2 2 12 15.456;
3 1 1 23.328;
3 1 2 23.328;
3 1 3 23.328;
3 1 4 23.328;
3 1 5 23.328;
3 1 6 23.328;
3 1 7 23.328;
3 1 8 23.328;
3 1 9 23.328;
3 1 10 23.328;
3 1 11 23.328;
3 1 12 23.328;
3 2 1 18.584;
3 2 2 18.584;
3 2 3 18.584;
3 2 4 18.584;
3 2 5 18.584;
3 2 6 18.584;
3 2 7 18.584;
3 2 8 18.584;
3 2 9 18.584;
3 2 10 18.584;
3 2 11 18.584;
