###################################################
# Classe 5 : K = 2, M = 2, T = 10, N = 10
# Exemplo: 9.   c5ex09.dat          Semente: 9994
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [61, 70, 70, 88, 92, 101, 104, 114, 121, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [42.12 35.88; 42.12 35.88]

global c_km = [49.68 21.16; 27.0 33.12]

global p_km = [6.955 2.962; 3.78 4.637]

global c_x = [
1 1 1 23.868;
1 1 2 23.868;
1 1 3 23.868;
1 1 4 23.868;
1 1 5 23.868;
1 1 6 23.868;
1 1 7 23.868;
1 1 8 23.868;
1 1 9 23.868;
1 1 10 23.868;
1 2 1 18.4;
1 2 2 18.4;
1 2 3 18.4;
1 2 4 18.4;
1 2 5 18.4;
1 2 6 18.4;
1 2 7 18.4;
1 2 8 18.4;
1 2 9 18.4;
1 2 10 18.4;
2 1 1 18.9;
2 1 2 18.9;
2 1 3 18.9;
2 1 4 18.9;
2 1 5 18.9;
2 1 6 18.9;
2 1 7 18.9;
2 1 8 18.9;
2 1 9 18.9;
2 1 10 18.9;
2 2 1 18.4;
2 2 2 18.4;
2 2 3 18.4;
2 2 4 18.4;
2 2 5 18.4;
2 2 6 18.4;
2 2 7 18.4;
2 2 8 18.4;
2 2 9 18.4;
2 2 10 18.4;
]

global c_z = [
1 1 1 1.026;
1 1 2 1.026;
1 1 3 1.026;
1 1 4 1.026;
1 1 5 1.026;
1 1 6 1.026;
1 1 7 1.026;
1 1 8 1.026;
1 1 9 1.026;
1 1 10 1.026;
1 2 1 0.773;
1 2 2 0.773;
1 2 3 0.773;
1 2 4 0.773;
1 2 5 0.773;
1 2 6 0.773;
1 2 7 0.773;
1 2 8 0.773;
1 2 9 0.773;
1 2 10 0.773;
2 1 1 0.756;
2 1 2 0.756;
2 1 3 0.756;
2 1 4 0.756;
2 1 5 0.756;
2 1 6 0.756;
2 1 7 0.756;
2 1 8 0.756;
2 1 9 0.756;
2 1 10 0.756;
2 2 1 0.883;
2 2 2 0.883;
2 2 3 0.883;
2 2 4 0.883;
2 2 5 0.883;
2 2 6 0.883;
2 2 7 0.883;
2 2 8 0.883;
2 2 9 0.883;
2 2 10 0.883;
]

global c_y = [
1 1 1 3.342;
1 1 2 3.342;
1 1 3 3.342;
1 1 4 3.342;
1 1 5 3.342;
1 1 6 3.342;
1 1 7 3.342;
1 1 8 3.342;
1 1 9 3.342;
1 1 10 3.342;
1 2 1 2.576;
1 2 2 2.576;
1 2 3 2.576;
1 2 4 2.576;
1 2 5 2.576;
1 2 6 2.576;
1 2 7 2.576;
1 2 8 2.576;
1 2 9 2.576;
1 2 10 2.576;
2 1 1 2.646;
2 1 2 2.646;
2 1 3 2.646;
2 1 4 2.646;
2 1 5 2.646;
2 1 6 2.646;
2 1 7 2.646;
2 1 8 2.646;
2 1 9 2.646;
2 1 10 2.646;
2 2 1 2.76;
2 2 2 2.76;
2 2 3 2.76;
2 2 4 2.76;
2 2 5 2.76;
2 2 6 2.76;
2 2 7 2.76;
2 2 8 2.76;
2 2 9 2.76;
2 2 10 2.76;
]

global c_sc = [
1 1 1 0.14;
1 1 2 0.14;
1 1 3 0.14;
1 1 4 0.14;
1 1 5 0.14;
1 1 6 0.14;
1 1 7 0.14;
1 1 8 0.14;
1 1 9 0.14;
1 1 10 0.14;
1 2 1 0.108;
1 2 2 0.108;
1 2 3 0.108;
1 2 4 0.108;
1 2 5 0.108;
1 2 6 0.108;
1 2 7 0.108;
1 2 8 0.108;
1 2 9 0.108;
1 2 10 0.108;
2 1 1 0.122;
2 1 2 0.122;
2 1 3 0.122;
2 1 4 0.122;
2 1 5 0.122;
2 1 6 0.122;
2 1 7 0.122;
2 1 8 0.122;
2 1 9 0.122;
2 1 10 0.122;
2 2 1 0.099;
2 2 2 0.099;
2 2 3 0.099;
2 2 4 0.099;
2 2 5 0.099;
2 2 6 0.099;
2 2 7 0.099;
2 2 8 0.099;
2 2 9 0.099;
2 2 10 0.099;
]

global c_w = [
1 1 1 0.31;
1 1 2 0.31;
1 1 3 0.31;
1 1 4 0.31;
1 1 5 0.31;
1 1 6 0.31;
1 1 7 0.31;
1 1 8 0.31;
1 1 9 0.31;
1 1 10 0.31;
1 2 1 0.239;
1 2 2 0.239;
1 2 3 0.239;
1 2 4 0.239;
1 2 5 0.239;
1 2 6 0.239;
1 2 7 0.239;
1 2 8 0.239;
1 2 9 0.239;
1 2 10 0.239;
2 1 1 0.472;
2 1 2 0.472;
2 1 3 0.472;
2 1 4 0.472;
2 1 5 0.472;
2 1 6 0.472;
2 1 7 0.472;
2 1 8 0.472;
2 1 9 0.472;
2 1 10 0.472;
2 2 1 0.386;
2 2 2 0.386;
2 2 3 0.386;
2 2 4 0.386;
2 2 5 0.386;
2 2 6 0.386;
2 2 7 0.386;
2 2 8 0.386;
2 2 9 0.386;
2 2 10 0.386;
]

global c_e = [
1 1 1 0.03993124006359301;
1 1 2 0.03261051271860096;
1 1 3 0.03593811605723371;
1 1 4 0.026620826709062007;
1 1 5 0.03660363672496026;
1 1 6 0.03460707472178061;
1 1 7 0.03061395071542131;
1 1 8 0.03394155405405406;
1 1 9 0.026620826709062007;
1 1 10 0.03726915739268681;
1 2 1 0.04472444356120827;
1 2 2 0.04472444356120827;
1 2 3 0.05928589030206677;
1 2 4 0.05200516693163752;
1 2 5 0.043684340222575516;
1 2 6 0.04160413354531002;
1 2 7 0.04992496025437202;
1 2 8 0.05408537360890303;
1 2 9 0.047844753577106526;
1 2 10 0.04472444356120827;
2 1 1 0.034367050874403816;
2 1 2 0.030548489666136727;
2 1 3 0.04124046104928459;
2 1 4 0.04582273449920509;
2 1 5 0.031312201907790146;
2 1 6 0.044295310015898245;
2 1 7 0.03207591414944356;
2 1 8 0.036658187599364074;
2 1 9 0.044295310015898245;
2 1 10 0.039713036565977744;
2 2 1 0.06803298887122416;
2 2 2 0.059678060413354536;
2 2 3 0.04893600953895072;
2 2 4 0.0632587440381558;
2 2 5 0.059678060413354536;
2 2 6 0.047742448330683626;
2 2 7 0.06922655007949124;
2 2 8 0.059678060413354536;
2 2 9 0.047742448330683626;
2 2 10 0.05012957074721781;
3 1 1 0.036658187599364074;
3 1 2 0.036658187599364074;
3 1 3 0.04505902225755167;
3 1 4 0.04582273449920509;
3 1 5 0.04505902225755167;
3 1 6 0.044295310015898245;
3 1 7 0.04582273449920509;
3 1 8 0.04582273449920509;
3 1 9 0.04124046104928459;
3 1 10 0.033603338632750404;
3 2 1 0.05609737678855326;
3 2 2 0.05371025437201908;
3 2 3 0.06564586645468999;
3 2 4 0.0632587440381558;
3 2 5 0.06206518282988872;
3 2 6 0.06445230524642291;
3 2 7 0.06803298887122416;
3 2 8 0.06445230524642291;
3 2 9 0.06803298887122416;
3 2 10 0.06087162162162163;
4 1 1 0.04992496025437203;
4 1 2 0.04512448330683625;
4 1 3 0.0441643879173291;
4 1 4 0.043204292527821944;
4 1 5 0.05088505564387918;
4 1 6 0.051845151033386334;
4 1 7 0.057605723370429254;
4 1 8 0.0460845786963434;
4 1 9 0.048004769475357714;
4 1 10 0.05568553259141495;
4 2 1 0.08852813990461049;
4 2 2 0.08552718600953894;
4 2 3 0.06902193958664549;
4 2 4 0.07052241653418125;
4 2 5 0.09002861685214626;
4 2 6 0.06001907790143085;
4 2 7 0.08702766295707473;
4 2 8 0.07652432432432434;
4 2 9 0.0675214626391097;
4 2 10 0.072022893481717;
5 1 1 0.04617186009538951;
5 1 2 0.05119054054054055;
5 1 3 0.05119054054054055;
5 1 4 0.05821669316375199;
5 1 5 0.040149443561208274;
5 1 6 0.055205484896661376;
5 1 7 0.05018680445151034;
5 1 8 0.043160651828298896;
5 1 9 0.044164387917329094;
5 1 10 0.044164387917329094;
5 2 1 0.08627742448330684;
5 2 2 0.0752966613672496;
5 2 3 0.08000270270270271;
5 2 4 0.07215930047694755;
5 2 5 0.09255214626391096;
5 2 6 0.0705906200317965;
5 2 7 0.0752966613672496;
5 2 8 0.08784610492845787;
5 2 9 0.0705906200317965;
5 2 10 0.07372798092209856;
6 1 1 0.06501373211446741;
6 1 2 0.048484817170111286;
6 1 3 0.04738288950715422;
6 1 4 0.045179034181240064;
6 1 5 0.049586744833068366;
6 1 6 0.048484817170111286;
6 1 7 0.045179034181240064;
6 1 8 0.059504093799682044;
6 1 9 0.06391180445151033;
6 1 10 0.05068867249602544;
6 2 1 0.07405194753577107;
6 2 2 0.07577408585055644;
6 2 3 0.10332829888712242;
6 2 4 0.07749622416534183;
6 2 5 0.06888553259141496;
6 2 6 0.09988402225755168;
6 2 7 0.06888553259141496;
6 2 8 0.08610691573926868;
6 2 9 0.09299546899841019;
6 2 10 0.09643974562798094;
7 1 1 0.052194276629570754;
7 1 2 0.05105961844197139;
7 1 3 0.052194276629570754;
7 1 4 0.0635408585055644;
7 1 5 0.06581017488076311;
7 1 6 0.04879030206677266;
7 1 7 0.06581017488076311;
7 1 8 0.05105961844197139;
7 1 9 0.060136883942766305;
7 1 10 0.055598251192368844;
7 2 1 0.09221112877583466;
7 2 2 0.07447821939586646;
7 2 3 0.10639745627980922;
7 2 4 0.08866454689984102;
7 2 5 0.0780248012718601;
7 2 6 0.0868912559618442;
7 2 7 0.07447821939586646;
7 2 8 0.09930429252782196;
7 2 9 0.07447821939586646;
7 2 10 0.09043783783783785;
8 1 1 0.05845671701112878;
8 1 2 0.06591927662957076;
8 1 3 0.0547254372019078;
8 1 4 0.059700476947535774;
8 1 5 0.06094423688394277;
8 1 6 0.07338183624801271;
8 1 7 0.050994157392686805;
8 1 8 0.06965055643879174;
8 1 9 0.059700476947535774;
8 1 10 0.06716303656597775;
8 2 1 0.07969578696343402;
8 2 2 0.08941478537360892;
8 2 3 0.10496518282988872;
8 2 4 0.09135858505564388;
8 2 5 0.07775198728139905;
8 2 6 0.09913378378378379;
8 2 7 0.07775198728139905;
8 2 8 0.09135858505564388;
8 2 9 0.08358338632750398;
