###################################################
# Classe 2 : K = 2, M = 2, T = 8, N = 10
# Exemplo: 8.   c2ex08.dat          Semente: 9868
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 8
global N = 10

global L = [540, 460]

global l = [62, 72, 74, 84, 117, 121, 121, 137, 142, 147]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [41.04 34.96; 41.04 34.96]

global c_km = [46.44 39.56; 41.04 20.24]

global p_km = [5.944 5.064; 5.253 2.591]

global c_x = [
1 1 1 26.784;
1 1 2 26.784;
1 1 3 26.784;
1 1 4 26.784;
1 1 5 26.784;
1 1 6 26.784;
1 1 7 26.784;
1 1 8 26.784;
1 2 1 21.068;
1 2 2 21.068;
1 2 3 21.068;
1 2 4 21.068;
1 2 5 21.068;
1 2 6 21.068;
1 2 7 21.068;
1 2 8 21.068;
2 1 1 17.496;
2 1 2 17.496;
2 1 3 17.496;
2 1 4 17.496;
2 1 5 17.496;
2 1 6 17.496;
2 1 7 17.496;
2 1 8 17.496;
2 2 1 22.448;
2 2 2 22.448;
2 2 3 22.448;
2 2 4 22.448;
2 2 5 22.448;
2 2 6 22.448;
2 2 7 22.448;
2 2 8 22.448;
]

global c_z = [
1 1 1 0.804;
1 1 2 0.804;
1 1 3 0.804;
1 1 4 0.804;
1 1 5 0.804;
1 1 6 0.804;
1 1 7 0.804;
1 1 8 0.804;
1 2 1 1.032;
1 2 2 1.032;
1 2 3 1.032;
1 2 4 1.032;
1 2 5 1.032;
1 2 6 1.032;
1 2 7 1.032;
1 2 8 1.032;
2 1 1 0.595;
2 1 2 0.595;
2 1 3 0.595;
2 1 4 0.595;
2 1 5 0.595;
2 1 6 0.595;
2 1 7 0.595;
2 1 8 0.595;
2 2 1 1.033;
2 2 2 1.033;
2 2 3 1.033;
2 2 4 1.033;
2 2 5 1.033;
2 2 6 1.033;
2 2 7 1.033;
2 2 8 1.033;
]

global c_y = [
1 1 1 2.678;
1 1 2 2.678;
1 1 3 2.678;
1 1 4 2.678;
1 1 5 2.678;
1 1 6 2.678;
1 1 7 2.678;
1 1 8 2.678;
1 2 1 2.528;
1 2 2 2.528;
1 2 3 2.528;
1 2 4 2.528;
1 2 5 2.528;
1 2 6 2.528;
1 2 7 2.528;
1 2 8 2.528;
2 1 1 2.449;
2 1 2 2.449;
2 1 3 2.449;
2 1 4 2.449;
2 1 5 2.449;
2 1 6 2.449;
2 1 7 2.449;
2 1 8 2.449;
2 2 1 2.918;
2 2 2 2.918;
2 2 3 2.918;
2 2 4 2.918;
2 2 5 2.918;
2 2 6 2.918;
2 2 7 2.918;
2 2 8 2.918;
]

global c_sc = [
